,exp,video,segment,frame,n_masks,mask_area,mask_centroid,mask_conf,mask_strength,bbox_id,bbox_area,bbox_centroid,bbox_dim
0,22_08_2024,2024-08-22_10_40_00_000,1.0,1.0,[],[],[],[],[],[],[],[],[]
0,22_08_2024,2024-08-22_10_40_00_000,1.0,2.0,[],[],[],[],[],[],[],[],[]
0,22_08_2024,2024-08-22_10_40_00_000,1.0,3.0,[],[],[],[],[],[],[],[],[]
0,22_08_2024,2024-08-22_10_40_00_000,1.0,4.0,[],[],[],[],[],[],[],[],[]
0,22_08_2024,2024-08-22_10_40_00_000,1.0,5.0,[],[],[],[],[],[],[],[],[]
0,22_08_2024,2024-08-22_10_40_00_000,1.0,6.0,[],[],[],[],[],[],[],[],[]
0,22_08_2024,2024-08-22_10_40_00_000,1.0,7.0,[],[],[],[],[],[],[],[],[]
0,22_08_2024,2024-08-22_10_40_00_000,1.0,8.0,[],[],[],[],[],[],[],[],[]
0,22_08_2024,2024-08-22_10_40_00_000,1.0,9.0,[],[],[],[],[],[],[],[],[]
0,22_08_2024,2024-08-22_10_40_00_000,1.0,10.0,[],[],[],[],[],[],[],[],[]
0,22_08_2024,2024-08-22_10_40_00_000,1.0,11.0,[],[],[],[],[],[],[],[],[]
0,22_08_2024,2024-08-22_10_40_00_000,1.0,12.0,[],[],[],[],[],[],[],[],[]
0,22_08_2024,2024-08-22_10_40_00_000,1.0,13.0,1,[1354],"[[334.0, 236.0]]",[0.52398753],[239.47],[0],[1776.0],"[[337.0, 235.0]]","[[48.0, 37.0]]"
0,22_08_2024,2024-08-22_10_40_00_000,1.0,14.0,1,[689],"[[334.0, 233.0]]",[0.30247152],[228.38],[0],[900.0],"[[336.0, 233.0]]","[[36.0, 25.0]]"
0,22_08_2024,2024-08-22_10_40_00_000,1.0,15.0,1,[689],"[[334.0, 233.0]]",[0.30354217],[228.38],[0],[900.0],"[[336.0, 233.0]]","[[36.0, 25.0]]"
0,22_08_2024,2024-08-22_10_40_00_000,1.0,16.0,1,[689],"[[334.0, 233.0]]",[0.30400792],[228.38],[0],[900.0],"[[336.0, 233.0]]","[[36.0, 25.0]]"
0,22_08_2024,2024-08-22_10_40_00_000,1.0,17.0,[],[],[],[],[],[],[],[],[]
