,exp,video,segment,frame,n_masks,mask_area,mask_centroid,mask_conf,mask_strength,bbox_id,bbox_area,bbox_centroid,bbox_dim
0,22_08_2024,2024-08-22_10_40_00_000,22.0,1.0,[],[],[],[],[],[],[],[],[]
0,22_08_2024,2024-08-22_10_40_00_000,22.0,2.0,1,[86],"[[325.0, 514.0]]",[0.456636],[183.22],[0],[99.0],"[[325.0, 515.0]]","[[9.0, 11.0]]"
0,22_08_2024,2024-08-22_10_40_00_000,22.0,3.0,1,[85],"[[325.0, 514.0]]",[0.45261467],[183.16],[0],[88.0],"[[325.0, 515.0]]","[[8.0, 11.0]]"
0,22_08_2024,2024-08-22_10_40_00_000,22.0,4.0,1,[103],"[[341.0, 505.0]]",[0.49200773],[180.02],[0],[130.0],"[[341.0, 505.0]]","[[10.0, 13.0]]"
0,22_08_2024,2024-08-22_10_40_00_000,22.0,5.0,1,[103],"[[341.0, 505.0]]",[0.49162886],[180.02],[0],[130.0],"[[341.0, 505.0]]","[[10.0, 13.0]]"
0,22_08_2024,2024-08-22_10_40_00_000,22.0,6.0,[],[],[],[],[],[],[],[],[]
0,22_08_2024,2024-08-22_10_40_00_000,22.0,7.0,[],[],[],[],[],[],[],[],[]
0,22_08_2024,2024-08-22_10_40_00_000,22.0,8.0,1,[98],"[[324.0, 469.0]]",[0.4556577],[185.19],[0],[120.0],"[[324.0, 470.0]]","[[8.0, 15.0]]"
0,22_08_2024,2024-08-22_10_40_00_000,22.0,9.0,1,[98],"[[324.0, 469.0]]",[0.45624077],[185.19],[0],[120.0],"[[324.0, 470.0]]","[[8.0, 15.0]]"
0,22_08_2024,2024-08-22_10_40_00_000,22.0,10.0,[],[],[],[],[],[],[],[],[]
0,22_08_2024,2024-08-22_10_40_00_000,22.0,11.0,[],[],[],[],[],[],[],[],[]
