,frame,n_masks,mask_area,mask_centroid,mask_conf,mask_strength,bbox_id,bbox_area,bbox_centroid,bbox_dim
0,66.0,3.0,778.0,"[302.0, 199.0]",0.8075629,171.39,5.0,1036.0,"[304.0, 199.0]","[28.0, 37.0]"
1,66.0,3.0,2044.0,"[163.0, 309.0]",0.9673982,145.66,1.0,3330.0,"[164.0, 309.0]","[45.0, 74.0]"
2,66.0,3.0,399.0,"[249.0, 252.0]",0.88377625,164.83,2.0,782.0,"[250.0, 251.0]","[23.0, 34.0]"
0,67.0,2.0,561.0,"[302.0, 201.0]",0.56828195,171.25,5.0,900.0,"[304.0, 201.0]","[25.0, 36.0]"
1,67.0,2.0,2819.0,"[163.0, 306.0]",0.9260093,147.44,1.0,3744.0,"[164.0, 307.0]","[48.0, 78.0]"
0,68.0,2.0,683.0,"[301.0, 200.0]",0.8561181,171.02,5.0,888.0,"[302.0, 201.0]","[24.0, 37.0]"
1,68.0,2.0,1422.0,"[156.0, 324.0]",0.9161854,138.89,1.0,2204.0,"[159.0, 318.0]","[38.0, 58.0]"
0,69.0,4.0,855.0,"[302.0, 200.0]",0.9426137,171.59,5.0,1102.0,"[303.0, 201.0]","[29.0, 38.0]"
1,69.0,4.0,2470.0,"[158.0, 322.0]",0.8638662,140.8,1.0,2814.0,"[157.0, 321.0]","[42.0, 67.0]"
2,69.0,4.0,3137.0,"[162.0, 315.0]",0.570526,144.42,37.0,4675.0,"[161.0, 311.0]","[55.0, 85.0]"
3,69.0,4.0,472.0,"[251.0, 249.0]",0.6862029,165.29,2.0,550.0,"[253.0, 250.0]","[22.0, 25.0]"
0,70.0,3.0,792.0,"[301.0, 199.0]",0.7248899,171.12,5.0,1092.0,"[302.0, 200.0]","[28.0, 39.0]"
1,70.0,3.0,3046.0,"[159.0, 311.0]",0.19528846,145.13,1.0,3268.0,"[158.0, 316.0]","[43.0, 76.0]"
2,70.0,3.0,3274.0,"[164.0, 306.0]",0.8982314,147.54,37.0,4284.0,"[165.0, 308.0]","[51.0, 84.0]"
0,71.0,3.0,421.0,"[302.0, 204.0]",0.7494004,172.61,5.0,725.0,"[302.0, 203.0]","[25.0, 29.0]"
1,71.0,3.0,2420.0,"[157.0, 316.0]",0.18683483,143.27,1.0,2964.0,"[156.0, 316.0]","[39.0, 76.0]"
2,71.0,3.0,4473.0,"[164.0, 296.0]",0.9255189,151.53,37.0,5415.0,"[167.0, 301.0]","[57.0, 95.0]"
0,72.0,4.0,372.0,"[303.0, 205.0]",0.6561887,173.28,5.0,552.0,"[303.0, 205.0]","[23.0, 24.0]"
1,72.0,4.0,2687.0,"[157.0, 319.0]",0.47448358,142.72,1.0,3318.0,"[155.0, 317.0]","[42.0, 79.0]"
2,72.0,4.0,3776.0,"[162.0, 304.0]",0.55590785,148.6,37.0,5415.0,"[166.0, 303.0]","[57.0, 95.0]"
3,72.0,4.0,1524.0,"[247.0, 248.0]",0.7795989,164.48,45.0,2332.0,"[247.0, 251.0]","[44.0, 53.0]"
0,73.0,4.0,716.0,"[300.0, 199.0]",0.91156065,170.76,5.0,875.0,"[302.0, 201.0]","[25.0, 35.0]"
1,73.0,4.0,6376.0,"[159.0, 316.0]",0.9621765,146.07,1.0,6510.0,"[159.0, 317.0]","[62.0, 105.0]"
2,73.0,4.0,5831.0,"[162.0, 298.0]",0.82442385,150.9,37.0,6848.0,"[163.0, 299.0]","[64.0, 107.0]"
3,73.0,4.0,1919.0,"[247.0, 250.0]",0.9441138,164.78,45.0,2860.0,"[246.0, 254.0]","[44.0, 65.0]"
0,74.0,4.0,838.0,"[304.0, 198.0]",0.92450124,171.94,5.0,1092.0,"[305.0, 199.0]","[28.0, 39.0]"
1,74.0,4.0,5747.0,"[156.0, 308.0]",0.17925076,147.33,1.0,7632.0,"[157.0, 311.0]","[72.0, 106.0]"
2,74.0,4.0,4375.0,"[160.0, 304.0]",0.78957343,148.5,37.0,5900.0,"[163.0, 301.0]","[59.0, 100.0]"
3,74.0,4.0,1742.0,"[246.0, 251.0]",0.9676981,164.33,45.0,2604.0,"[245.0, 254.0]","[42.0, 62.0]"
0,75.0,3.0,505.0,"[299.0, 202.0]",0.81337786,171.53,5.0,850.0,"[302.0, 201.0]","[25.0, 34.0]"
1,75.0,3.0,2482.0,"[158.0, 314.0]",0.95443237,143.86,37.0,3995.0,"[159.0, 308.0]","[47.0, 85.0]"
2,75.0,3.0,697.0,"[249.0, 248.0]",0.89951974,164.87,2.0,884.0,"[250.0, 249.0]","[26.0, 34.0]"
0,76.0,3.0,683.0,"[297.0, 198.0]",0.84841007,170.04,5.0,920.0,"[299.0, 200.0]","[23.0, 40.0]"
1,76.0,3.0,2785.0,"[156.0, 318.0]",0.9149147,142.81,37.0,3526.0,"[155.0, 314.0]","[43.0, 82.0]"
2,76.0,3.0,1491.0,"[250.0, 242.0]",0.8881027,164.94,45.0,2320.0,"[248.0, 242.0]","[40.0, 58.0]"
0,77.0,4.0,629.0,"[300.0, 202.0]",0.7558296,171.19,5.0,989.0,"[301.0, 202.0]","[23.0, 43.0]"
1,77.0,4.0,1109.0,"[250.0, 243.0]",0.22651227,165.01,45.0,1598.0,"[250.0, 242.0]","[34.0, 47.0]"
2,77.0,4.0,7225.0,"[154.0, 319.0]",0.9127282,144.96,1.0,9159.0,"[157.0, 317.0]","[71.0, 129.0]"
3,77.0,4.0,867.0,"[249.0, 247.0]",0.7284666,165.08,2.0,962.0,"[250.0, 249.0]","[26.0, 37.0]"
0,78.0,5.0,570.0,"[303.0, 205.0]",0.11721489,173.8,5.0,1107.0,"[303.0, 206.0]","[27.0, 41.0]"
1,78.0,5.0,1153.0,"[252.0, 240.0]",0.6160651,165.51,45.0,1440.0,"[252.0, 240.0]","[32.0, 45.0]"
2,78.0,5.0,9301.0,"[154.0, 312.0]",0.77476853,147.55,1.0,12245.0,"[157.0, 308.0]","[79.0, 155.0]"
3,78.0,5.0,1553.0,"[248.0, 246.0]",0.8477699,164.51,2.0,1813.0,"[248.0, 248.0]","[37.0, 49.0]"
4,78.0,5.0,6837.0,"[154.0, 322.0]",0.5826339,143.58,37.0,6900.0,"[154.0, 323.0]","[69.0, 100.0]"
0,79.0,3.0,379.0,"[305.0, 206.0]",0.7274473,174.81,5.0,700.0,"[304.0, 207.0]","[25.0, 28.0]"
1,79.0,3.0,911.0,"[253.0, 240.0]",0.88788635,165.59,45.0,1240.0,"[252.0, 241.0]","[31.0, 40.0]"
2,79.0,3.0,3834.0,"[160.0, 313.0]",0.84947276,145.15,37.0,5460.0,"[157.0, 317.0]","[60.0, 91.0]"
0,80.0,3.0,490.0,"[304.0, 203.0]",0.7675546,173.04,5.0,700.0,"[305.0, 205.0]","[28.0, 25.0]"
1,80.0,3.0,3110.0,"[159.0, 317.0]",0.916563,143.46,37.0,4576.0,"[156.0, 315.0]","[52.0, 88.0]"
2,80.0,3.0,1561.0,"[245.0, 249.0]",0.980888,164.3,2.0,2109.0,"[245.0, 250.0]","[37.0, 57.0]"
0,81.0,3.0,372.0,"[305.0, 207.0]",0.70387197,174.56,5.0,598.0,"[306.0, 207.0]","[26.0, 23.0]"
1,81.0,3.0,3319.0,"[159.0, 313.0]",0.95766455,144.48,37.0,4264.0,"[158.0, 312.0]","[52.0, 82.0]"
2,81.0,3.0,1010.0,"[250.0, 244.0]",0.894885,165.19,45.0,1176.0,"[252.0, 246.0]","[28.0, 42.0]"
0,82.0,3.0,909.0,"[303.0, 197.0]",0.8940108,171.32,5.0,1015.0,"[305.0, 201.0]","[29.0, 35.0]"
1,82.0,3.0,1538.0,"[163.0, 309.0]",0.8827912,145.32,37.0,2880.0,"[162.0, 310.0]","[40.0, 72.0]"
2,82.0,3.0,1529.0,"[248.0, 245.0]",0.94753736,164.54,2.0,2240.0,"[247.0, 247.0]","[40.0, 56.0]"
0,83.0,4.0,585.0,"[303.0, 201.0]",0.81894743,171.63,5.0,910.0,"[304.0, 201.0]","[26.0, 35.0]"
1,83.0,4.0,3647.0,"[162.0, 304.0]",0.8295808,147.82,37.0,3900.0,"[165.0, 308.0]","[50.0, 78.0]"
2,83.0,4.0,701.0,"[253.0, 243.0]",0.12879199,165.61,2.0,1530.0,"[250.0, 249.0]","[30.0, 51.0]"
3,83.0,4.0,701.0,"[252.0, 240.0]",0.83675605,165.67,45.0,936.0,"[252.0, 242.0]","[26.0, 36.0]"
0,84.0,4.0,548.0,"[301.0, 202.0]",0.781882,172.07,5.0,832.0,"[303.0, 202.0]","[26.0, 32.0]"
1,84.0,4.0,4218.0,"[160.0, 305.0]",0.7855853,147.71,37.0,4752.0,"[164.0, 305.0]","[54.0, 88.0]"
2,84.0,4.0,901.0,"[253.0, 240.0]",0.13978283,165.73,2.0,1650.0,"[254.0, 250.0]","[30.0, 55.0]"
3,84.0,4.0,915.0,"[253.0, 239.0]",0.84118986,165.73,45.0,1080.0,"[253.0, 241.0]","[27.0, 40.0]"
0,85.0,4.0,663.0,"[302.0, 199.0]",0.85891247,171.16,5.0,851.0,"[302.0, 201.0]","[23.0, 37.0]"
1,85.0,4.0,5847.0,"[160.0, 299.0]",0.56126064,150.46,37.0,6136.0,"[163.0, 300.0]","[59.0, 104.0]"
2,85.0,4.0,916.0,"[253.0, 237.0]",0.86478055,165.73,45.0,1110.0,"[252.0, 239.0]","[30.0, 37.0]"
3,85.0,4.0,7802.0,"[157.0, 306.0]",0.93765146,148.77,1.0,10480.0,"[161.0, 308.0]","[80.0, 131.0]"
0,86.0,4.0,348.0,"[301.0, 203.0]",0.77876085,172.06,5.0,576.0,"[302.0, 203.0]","[18.0, 32.0]"
1,86.0,4.0,4484.0,"[160.0, 301.0]",0.761829,149.85,37.0,5985.0,"[162.0, 301.0]","[57.0, 105.0]"
2,86.0,4.0,5354.0,"[158.0, 303.0]",0.14737384,149.13,1.0,9266.0,"[156.0, 303.0]","[82.0, 113.0]"
3,86.0,4.0,2383.0,"[251.0, 250.0]",0.9560512,164.64,2.0,2835.0,"[249.0, 251.0]","[45.0, 63.0]"
0,87.0,4.0,460.0,"[301.0, 203.0]",0.79939187,172.28,5.0,620.0,"[301.0, 204.0]","[20.0, 31.0]"
1,87.0,4.0,6177.0,"[162.0, 307.0]",0.8721693,148.86,37.0,7068.0,"[165.0, 305.0]","[62.0, 114.0]"
2,87.0,4.0,5570.0,"[155.0, 323.0]",0.64167064,142.74,1.0,7777.0,"[154.0, 319.0]","[77.0, 101.0]"
3,87.0,4.0,1546.0,"[249.0, 245.0]",0.8434182,164.65,2.0,2464.0,"[248.0, 248.0]","[44.0, 56.0]"
0,88.0,4.0,6540.0,"[159.0, 313.0]",0.84917265,147.06,37.0,7670.0,"[164.0, 310.0]","[65.0, 118.0]"
1,88.0,4.0,6064.0,"[154.0, 324.0]",0.5732597,142.53,1.0,7524.0,"[153.0, 325.0]","[76.0, 99.0]"
2,88.0,4.0,808.0,"[249.0, 246.0]",0.6404035,165.25,2.0,2052.0,"[252.0, 252.0]","[38.0, 54.0]"
3,88.0,4.0,759.0,"[249.0, 246.0]",0.88355947,165.26,45.0,1160.0,"[251.0, 248.0]","[29.0, 40.0]"
0,89.0,3.0,3848.0,"[164.0, 294.0]",0.72697395,152.17,37.0,5985.0,"[167.0, 299.0]","[57.0, 105.0]"
1,89.0,3.0,1078.0,"[252.0, 242.0]",0.8252931,165.42,45.0,1290.0,"[252.0, 245.0]","[30.0, 43.0]"
2,89.0,3.0,364.0,"[306.0, 206.0]",0.69017524,175.37,5.0,506.0,"[306.0, 207.0]","[23.0, 22.0]"
0,90.0,4.0,2983.0,"[163.0, 310.0]",0.82945126,146.36,37.0,4508.0,"[164.0, 304.0]","[49.0, 92.0]"
1,90.0,4.0,1310.0,"[247.0, 247.0]",0.9276161,164.18,45.0,1610.0,"[248.0, 247.0]","[35.0, 46.0]"
2,90.0,4.0,330.0,"[303.0, 204.0]",0.65790445,173.91,5.0,418.0,"[304.0, 206.0]","[19.0, 22.0]"
3,90.0,4.0,2468.0,"[159.0, 319.0]",0.584046,141.97,1.0,3600.0,"[156.0, 320.0]","[48.0, 75.0]"
0,91.0,4.0,2990.0,"[164.0, 308.0]",0.905726,147.09,37.0,4335.0,"[164.0, 306.0]","[51.0, 85.0]"
1,91.0,4.0,753.0,"[244.0, 242.0]",0.12855986,164.51,45.0,1443.0,"[246.0, 245.0]","[39.0, 37.0]"
2,91.0,4.0,2452.0,"[159.0, 317.0]",0.5410179,143.23,1.0,3150.0,"[157.0, 316.0]","[42.0, 75.0]"
3,91.0,4.0,1452.0,"[243.0, 256.0]",0.6992382,164.44,2.0,2301.0,"[245.0, 258.0]","[39.0, 59.0]"
0,92.0,4.0,3807.0,"[163.0, 310.0]",0.94108206,146.73,37.0,4505.0,"[163.0, 307.0]","[53.0, 85.0]"
1,92.0,4.0,1535.0,"[248.0, 246.0]",0.8439267,164.37,45.0,2050.0,"[247.0, 246.0]","[41.0, 50.0]"
2,92.0,4.0,3148.0,"[158.0, 323.0]",0.24305838,140.89,1.0,3726.0,"[158.0, 321.0]","[54.0, 69.0]"
3,92.0,4.0,1340.0,"[244.0, 253.0]",0.10696262,164.07,2.0,2067.0,"[245.0, 258.0]","[39.0, 53.0]"
0,93.0,3.0,8067.0,"[157.0, 310.0]",0.6772454,148.31,37.0,7700.0,"[161.0, 308.0]","[70.0, 110.0]"
1,93.0,3.0,6882.0,"[154.0, 323.0]",0.67333305,143.46,1.0,6231.0,"[155.0, 324.0]","[67.0, 93.0]"
2,93.0,3.0,2003.0,"[248.0, 252.0]",0.91990244,164.26,2.0,2494.0,"[246.0, 256.0]","[43.0, 58.0]"
0,94.0,3.0,4618.0,"[162.0, 300.0]",0.72699606,150.01,37.0,6660.0,"[163.0, 301.0]","[60.0, 111.0]"
1,94.0,3.0,5135.0,"[154.0, 326.0]",0.22033975,141.89,1.0,6935.0,"[153.0, 326.0]","[73.0, 95.0]"
2,94.0,3.0,1935.0,"[248.0, 252.0]",0.923949,164.36,2.0,2700.0,"[246.0, 255.0]","[45.0, 60.0]"
0,95.0,3.0,6832.0,"[157.0, 299.0]",0.6846823,150.18,37.0,7935.0,"[161.0, 299.0]","[69.0, 115.0]"
1,95.0,3.0,7952.0,"[158.0, 304.0]",0.81670666,149.42,1.0,9870.0,"[159.0, 316.0]","[70.0, 141.0]"
2,95.0,3.0,1299.0,"[249.0, 254.0]",0.59287566,164.64,2.0,2310.0,"[249.0, 257.0]","[42.0, 55.0]"
0,96.0,4.0,6513.0,"[158.0, 294.0]",0.16987062,152.52,37.0,7811.0,"[158.0, 297.0]","[73.0, 107.0]"
1,96.0,4.0,11194.0,"[156.0, 304.0]",0.5911342,150.76,1.0,15134.0,"[163.0, 313.0]","[94.0, 161.0]"
2,96.0,4.0,1759.0,"[247.0, 251.0]",0.42031643,163.95,2.0,2800.0,"[247.0, 254.0]","[50.0, 56.0]"
3,96.0,4.0,325.0,"[307.0, 206.0]",0.5188026,175.46,5.0,399.0,"[308.0, 207.0]","[19.0, 21.0]"
0,97.0,4.0,4708.0,"[157.0, 303.0]",0.77957696,148.5,37.0,7140.0,"[159.0, 302.0]","[70.0, 102.0]"
1,97.0,4.0,5761.0,"[153.0, 292.0]",0.19452982,151.46,1.0,11571.0,"[158.0, 302.0]","[87.0, 133.0]"
2,97.0,4.0,1622.0,"[244.0, 255.0]",0.912073,164.53,2.0,2451.0,"[244.0, 257.0]","[43.0, 57.0]"
3,97.0,4.0,402.0,"[308.0, 203.0]",0.61826426,175.14,5.0,480.0,"[309.0, 204.0]","[20.0, 24.0]"
0,98.0,4.0,5261.0,"[164.0, 291.0]",0.7583653,153.09,37.0,6820.0,"[165.0, 295.0]","[62.0, 110.0]"
1,98.0,4.0,6215.0,"[157.0, 293.0]",0.17952254,151.94,1.0,9882.0,"[155.0, 298.0]","[81.0, 122.0]"
2,98.0,4.0,1307.0,"[244.0, 253.0]",0.93869483,164.13,2.0,2090.0,"[244.0, 257.0]","[38.0, 55.0]"
3,98.0,4.0,469.0,"[307.0, 203.0]",0.6093784,174.28,5.0,567.0,"[309.0, 203.0]","[21.0, 27.0]"
0,99.0,4.0,4842.0,"[164.0, 292.0]",0.55678016,153.02,37.0,6160.0,"[167.0, 294.0]","[56.0, 110.0]"
1,99.0,4.0,5964.0,"[165.0, 287.0]",0.16695455,155.12,1.0,9417.0,"[167.0, 289.0]","[73.0, 129.0]"
2,99.0,4.0,1221.0,"[244.0, 256.0]",0.9457285,164.29,2.0,2106.0,"[245.0, 259.0]","[39.0, 54.0]"
3,99.0,4.0,289.0,"[306.0, 206.0]",0.63937044,175.18,5.0,414.0,"[308.0, 205.0]","[18.0, 23.0]"
0,100.0,3.0,3160.0,"[166.0, 288.0]",0.8820199,154.74,37.0,4968.0,"[169.0, 290.0]","[54.0, 92.0]"
1,100.0,3.0,3800.0,"[163.0, 296.0]",0.28944084,152.17,1.0,7068.0,"[165.0, 296.0]","[62.0, 114.0]"
2,100.0,3.0,585.0,"[245.0, 255.0]",0.81526023,164.47,2.0,1092.0,"[246.0, 257.0]","[26.0, 42.0]"
0,101.0,2.0,831.0,"[160.0, 320.0]",0.8911522,139.81,0.0,1008.0,"[161.0, 321.0]","[24.0, 42.0]"
1,101.0,2.0,915.0,"[160.0, 320.0]",0.2841149,140.0,0.0,1548.0,"[167.0, 321.0]","[36.0, 43.0]"
0,102.0,1.0,847.0,"[160.0, 320.0]",0.8988146,139.87,50.0,984.0,"[161.0, 321.0]","[24.0, 41.0]"
0,103.0,1.0,922.0,"[160.0, 320.0]",0.8833318,139.93,50.0,1008.0,"[161.0, 321.0]","[24.0, 42.0]"
0,104.0,1.0,964.0,"[161.0, 321.0]",0.82717407,140.05,50.0,1100.0,"[161.0, 322.0]","[25.0, 44.0]"
0,105.0,1.0,1896.0,"[159.0, 324.0]",0.89908963,139.51,50.0,1924.0,"[160.0, 323.0]","[37.0, 52.0]"
0,106.0,1.0,1558.0,"[157.0, 321.0]",0.9042795,139.86,50.0,1998.0,"[158.0, 321.0]","[37.0, 54.0]"
0,107.0,1.0,1014.0,"[160.0, 320.0]",0.7599182,139.98,50.0,1488.0,"[159.0, 321.0]","[31.0, 48.0]"
0,108.0,1.0,1946.0,"[159.0, 321.0]",0.84271675,140.53,50.0,2090.0,"[159.0, 320.0]","[38.0, 55.0]"
0,109.0,1.0,1990.0,"[158.0, 325.0]",0.9054393,139.41,50.0,2280.0,"[158.0, 323.0]","[40.0, 57.0]"
0,110.0,1.0,1712.0,"[156.0, 325.0]",0.8359676,138.88,50.0,2128.0,"[157.0, 325.0]","[38.0, 56.0]"
0,111.0,1.0,2091.0,"[156.0, 323.0]",0.8962555,139.65,50.0,2242.0,"[156.0, 323.0]","[38.0, 59.0]"
0,112.0,1.0,2603.0,"[154.0, 318.0]",0.9422261,141.24,50.0,2665.0,"[155.0, 320.0]","[41.0, 65.0]"
0,113.0,1.0,1524.0,"[156.0, 325.0]",0.79678786,138.88,50.0,2109.0,"[155.0, 323.0]","[37.0, 57.0]"
0,114.0,1.0,1946.0,"[156.0, 322.0]",0.8975644,139.52,50.0,2166.0,"[156.0, 324.0]","[38.0, 57.0]"
0,115.0,1.0,5281.0,"[151.0, 319.0]",0.9602829,142.96,50.0,4408.0,"[154.0, 321.0]","[58.0, 76.0]"
0,116.0,2.0,5762.0,"[150.0, 319.0]",0.9474635,143.18,50.0,5964.0,"[151.0, 320.0]","[71.0, 84.0]"
1,116.0,2.0,7774.0,"[146.0, 320.0]",0.9808441,143.11,1.0,10320.0,"[148.0, 325.0]","[80.0, 129.0]"
0,117.0,1.0,2922.0,"[156.0, 316.0]",0.92775106,142.38,50.0,4543.0,"[155.0, 319.0]","[59.0, 77.0]"
0,118.0,2.0,6023.0,"[152.0, 312.0]",0.76952094,145.82,50.0,6278.0,"[153.0, 314.0]","[73.0, 86.0]"
1,118.0,2.0,7345.0,"[149.0, 322.0]",0.8276137,143.3,1.0,9462.0,"[149.0, 327.0]","[83.0, 114.0]"
0,119.0,2.0,2683.0,"[157.0, 316.0]",0.8591412,142.45,50.0,4368.0,"[156.0, 315.0]","[56.0, 78.0]"
1,119.0,2.0,3930.0,"[149.0, 313.0]",0.3035623,143.23,1.0,6300.0,"[149.0, 319.0]","[75.0, 84.0]"
0,120.0,2.0,2587.0,"[157.0, 311.0]",0.68079424,144.28,50.0,3666.0,"[158.0, 312.0]","[47.0, 78.0]"
1,120.0,2.0,4077.0,"[144.0, 311.0]",0.26950976,145.21,1.0,6545.0,"[142.0, 312.0]","[85.0, 77.0]"
0,121.0,2.0,3247.0,"[155.0, 316.0]",0.93302566,142.85,50.0,3666.0,"[157.0, 315.0]","[47.0, 78.0]"
1,121.0,2.0,1011.0,"[303.0, 199.0]",0.868287,171.87,5.0,1440.0,"[306.0, 201.0]","[36.0, 40.0]"
0,122.0,2.0,3174.0,"[157.0, 319.0]",0.9097547,141.5,50.0,3552.0,"[157.0, 318.0]","[48.0, 74.0]"
1,122.0,2.0,865.0,"[302.0, 201.0]",0.91730464,171.98,5.0,1365.0,"[305.0, 202.0]","[35.0, 39.0]"
0,123.0,2.0,3416.0,"[156.0, 319.0]",0.94856596,141.88,50.0,3675.0,"[157.0, 319.0]","[49.0, 75.0]"
1,123.0,2.0,897.0,"[302.0, 196.0]",0.90611196,170.56,5.0,1218.0,"[303.0, 198.0]","[29.0, 42.0]"
0,124.0,3.0,4702.0,"[153.0, 323.0]",0.9170038,142.11,50.0,4779.0,"[156.0, 320.0]","[59.0, 81.0]"
1,124.0,3.0,680.0,"[300.0, 198.0]",0.8252184,170.57,5.0,950.0,"[301.0, 198.0]","[25.0, 38.0]"
2,124.0,3.0,6343.0,"[148.0, 316.0]",0.61912996,144.35,1.0,8132.0,"[150.0, 312.0]","[76.0, 107.0]"
0,125.0,3.0,1957.0,"[157.0, 318.0]",0.9410203,141.37,50.0,3519.0,"[156.0, 318.0]","[51.0, 69.0]"
1,125.0,3.0,847.0,"[302.0, 199.0]",0.92140687,171.6,5.0,1200.0,"[303.0, 199.0]","[30.0, 40.0]"
2,125.0,3.0,3318.0,"[151.0, 307.0]",0.10058516,146.04,1.0,7504.0,"[152.0, 306.0]","[67.0, 112.0]"
0,126.0,3.0,3452.0,"[154.0, 318.0]",0.90521747,142.0,50.0,3700.0,"[155.0, 319.0]","[50.0, 74.0]"
1,126.0,3.0,566.0,"[302.0, 203.0]",0.6563066,172.19,5.0,1015.0,"[303.0, 202.0]","[29.0, 35.0]"
2,126.0,3.0,4280.0,"[151.0, 315.0]",0.4506009,143.05,1.0,6188.0,"[149.0, 313.0]","[68.0, 91.0]"
0,127.0,2.0,2187.0,"[155.0, 322.0]",0.9749892,140.26,50.0,3128.0,"[154.0, 321.0]","[46.0, 68.0]"
1,127.0,2.0,747.0,"[298.0, 195.0]",0.9057129,169.51,5.0,1144.0,"[300.0, 197.0]","[26.0, 44.0]"
0,128.0,2.0,2687.0,"[156.0, 319.0]",0.9853837,141.55,50.0,3174.0,"[154.0, 319.0]","[46.0, 69.0]"
1,128.0,2.0,525.0,"[295.0, 195.0]",0.7377642,168.52,5.0,777.0,"[296.0, 197.0]","[21.0, 37.0]"
0,129.0,2.0,1908.0,"[158.0, 311.0]",0.8320459,142.93,50.0,2688.0,"[158.0, 316.0]","[42.0, 64.0]"
1,129.0,2.0,888.0,"[299.0, 195.0]",0.913932,170.02,5.0,1215.0,"[300.0, 196.0]","[27.0, 45.0]"
0,130.0,2.0,2363.0,"[155.0, 319.0]",0.71601886,140.66,50.0,2624.0,"[156.0, 319.0]","[41.0, 64.0]"
1,130.0,2.0,686.0,"[295.0, 194.0]",0.7699203,168.72,5.0,1104.0,"[297.0, 196.0]","[23.0, 48.0]"
0,131.0,2.0,2189.0,"[158.0, 314.0]",0.8873686,142.65,50.0,2600.0,"[159.0, 315.0]","[40.0, 65.0]"
1,131.0,2.0,578.0,"[295.0, 200.0]",0.3547322,169.56,5.0,924.0,"[295.0, 200.0]","[21.0, 44.0]"
0,132.0,2.0,549.0,"[297.0, 201.0]",0.8467253,170.73,5.0,840.0,"[296.0, 202.0]","[21.0, 40.0]"
1,132.0,2.0,3913.0,"[155.0, 313.0]",0.6024244,143.92,1.0,4293.0,"[154.0, 313.0]","[53.0, 81.0]"
0,133.0,1.0,2547.0,"[161.0, 297.0]",0.7858153,151.31,50.0,2960.0,"[162.0, 302.0]","[37.0, 80.0]"
0,134.0,1.0,2959.0,"[157.0, 309.0]",0.31734547,145.69,50.0,3403.0,"[160.0, 305.0]","[41.0, 83.0]"
0,135.0,2.0,5094.0,"[162.0, 290.0]",0.7281883,153.0,50.0,5459.0,"[165.0, 296.0]","[53.0, 103.0]"
1,135.0,2.0,6196.0,"[159.0, 302.0]",0.96949434,149.76,1.0,7788.0,"[163.0, 308.0]","[66.0, 118.0]"
0,136.0,3.0,3043.0,"[160.0, 313.0]",0.7637415,144.6,50.0,4183.0,"[162.0, 305.0]","[47.0, 89.0]"
1,136.0,3.0,4046.0,"[160.0, 311.0]",0.21818063,146.28,1.0,5978.0,"[160.0, 308.0]","[61.0, 98.0]"
2,136.0,3.0,709.0,"[296.0, 197.0]",0.77068514,169.82,5.0,1050.0,"[296.0, 200.0]","[25.0, 42.0]"
0,137.0,2.0,4643.0,"[163.0, 296.0]",0.29136056,151.35,50.0,5100.0,"[164.0, 300.0]","[50.0, 102.0]"
1,137.0,2.0,5835.0,"[164.0, 306.0]",0.9813038,149.7,1.0,7700.0,"[168.0, 310.0]","[70.0, 110.0]"
0,138.0,2.0,7221.0,"[167.0, 298.0]",0.7466155,154.47,50.0,8475.0,"[172.0, 294.0]","[75.0, 113.0]"
1,138.0,2.0,7465.0,"[166.0, 311.0]",0.9653499,151.44,1.0,9204.0,"[172.0, 310.0]","[78.0, 118.0]"
0,139.0,3.0,3998.0,"[174.0, 287.0]",0.99194825,157.96,50.0,6716.0,"[175.0, 289.0]","[73.0, 92.0]"
1,139.0,3.0,4449.0,"[173.0, 287.0]",0.27407017,157.23,1.0,8094.0,"[176.0, 297.0]","[71.0, 114.0]"
2,139.0,3.0,933.0,"[294.0, 198.0]",0.8389201,169.56,5.0,1240.0,"[293.0, 200.0]","[31.0, 40.0]"
0,140.0,2.0,3139.0,"[175.0, 300.0]",0.97637516,151.7,1.0,5607.0,"[177.0, 302.0]","[63.0, 89.0]"
1,140.0,2.0,355.0,"[292.0, 197.0]",0.57236475,168.83,5.0,704.0,"[292.0, 199.0]","[22.0, 32.0]"
0,141.0,2.0,2788.0,"[175.0, 301.0]",0.9756422,150.57,1.0,4620.0,"[177.0, 304.0]","[60.0, 77.0]"
1,141.0,2.0,487.0,"[296.0, 191.0]",0.8503335,167.56,5.0,576.0,"[295.0, 193.0]","[18.0, 32.0]"
0,142.0,2.0,250.0,"[295.0, 198.0]",0.5068317,169.49,5.0,368.0,"[295.0, 196.0]","[16.0, 23.0]"
1,142.0,2.0,10750.0,"[169.0, 302.0]",0.732706,155.67,50.0,16328.0,"[177.0, 291.0]","[104.0, 157.0]"
0,143.0,2.0,223.0,"[294.0, 197.0]",0.16048004,168.98,5.0,273.0,"[294.0, 198.0]","[13.0, 21.0]"
1,143.0,2.0,4148.0,"[186.0, 298.0]",0.9015985,156.59,1.0,6290.0,"[186.0, 300.0]","[74.0, 85.0]"
0,144.0,2.0,816.0,"[245.0, 262.0]",0.78689384,164.05,55.0,888.0,"[244.0, 265.0]","[24.0, 37.0]"
1,144.0,2.0,4444.0,"[184.0, 301.0]",0.90065604,155.67,1.0,6864.0,"[187.0, 301.0]","[78.0, 88.0]"
0,145.0,4.0,805.0,"[246.0, 258.0]",0.79613554,164.61,55.0,946.0,"[246.0, 262.0]","[22.0, 43.0]"
