,frame,n_masks,mask_area,mask_centroid,mask_conf,mask_strength,bbox_id,bbox_area,bbox_centroid,bbox_dim
0,35.0,1.0,5699.0,"[169.0, 299.0]",0.7968844,152.37,1.0,9198.0,"[171.0, 297.0]","[73.0, 126.0]"
0,36.0,1.0,3824.0,"[166.0, 301.0]",0.7883873,150.79,1.0,7488.0,"[168.0, 298.0]","[64.0, 117.0]"
0,37.0,3.0,2438.0,"[170.0, 301.0]",0.91652435,149.82,1.0,4929.0,"[170.0, 301.0]","[53.0, 93.0]"
1,37.0,3.0,619.0,"[304.0, 202.0]",0.65852946,173.21,17.0,864.0,"[306.0, 204.0]","[32.0, 27.0]"
2,37.0,3.0,437.0,"[243.0, 265.0]",0.61409235,163.32,12.0,627.0,"[244.0, 267.0]","[19.0, 33.0]"
0,38.0,3.0,4566.0,"[168.0, 302.0]",0.8114831,150.75,1.0,6804.0,"[169.0, 302.0]","[63.0, 108.0]"
1,38.0,3.0,592.0,"[303.0, 201.0]",0.6914186,172.16,17.0,812.0,"[304.0, 203.0]","[28.0, 29.0]"
2,38.0,3.0,544.0,"[246.0, 264.0]",0.7628067,164.23,12.0,740.0,"[244.0, 267.0]","[20.0, 37.0]"
0,39.0,3.0,4147.0,"[166.0, 299.0]",0.79753464,151.21,1.0,7068.0,"[167.0, 299.0]","[62.0, 114.0]"
1,39.0,3.0,594.0,"[303.0, 201.0]",0.47772706,172.0,17.0,810.0,"[303.0, 203.0]","[27.0, 30.0]"
2,39.0,3.0,1350.0,"[248.0, 250.0]",0.91787434,164.5,12.0,1581.0,"[247.0, 259.0]","[31.0, 51.0]"
0,40.0,3.0,2836.0,"[160.0, 312.0]",0.85770065,144.93,1.0,5130.0,"[163.0, 309.0]","[54.0, 95.0]"
1,40.0,3.0,727.0,"[303.0, 200.0]",0.2414864,172.13,17.0,990.0,"[304.0, 202.0]","[30.0, 33.0]"
2,40.0,3.0,533.0,"[245.0, 262.0]",0.63685435,164.07,12.0,1100.0,"[246.0, 262.0]","[25.0, 44.0]"
0,41.0,2.0,4570.0,"[161.0, 301.0]",0.79351366,149.67,1.0,5562.0,"[163.0, 304.0]","[54.0, 103.0]"
1,41.0,2.0,372.0,"[305.0, 206.0]",0.53361034,174.47,17.0,700.0,"[305.0, 206.0]","[28.0, 25.0]"
0,42.0,1.0,5213.0,"[161.0, 299.0]",0.7532354,150.09,1.0,6649.0,"[163.0, 303.0]","[61.0, 109.0]"
0,43.0,1.0,5774.0,"[166.0, 295.0]",0.78847057,152.4,1.0,7808.0,"[166.0, 299.0]","[64.0, 122.0]"
0,44.0,2.0,3718.0,"[165.0, 292.0]",0.7388991,153.55,1.0,6776.0,"[166.0, 295.0]","[56.0, 121.0]"
1,44.0,2.0,311.0,"[306.0, 207.0]",0.66161484,175.53,17.0,432.0,"[307.0, 208.0]","[24.0, 18.0]"
0,45.0,2.0,2566.0,"[165.0, 294.0]",0.7290342,152.78,1.0,5136.0,"[166.0, 292.0]","[48.0, 107.0]"
1,45.0,2.0,438.0,"[306.0, 205.0]",0.48774594,175.05,17.0,504.0,"[307.0, 207.0]","[24.0, 21.0]"
0,46.0,3.0,3657.0,"[162.0, 308.0]",0.7627896,147.18,1.0,5200.0,"[164.0, 302.0]","[52.0, 100.0]"
1,46.0,3.0,171.0,"[307.0, 210.0]",0.5273207,175.67,17.0,320.0,"[309.0, 209.0]","[20.0, 16.0]"
2,46.0,3.0,1200.0,"[247.0, 253.0]",0.59278053,164.52,12.0,1815.0,"[248.0, 258.0]","[33.0, 55.0]"
0,47.0,3.0,2589.0,"[168.0, 294.0]",0.7899016,152.81,1.0,4641.0,"[170.0, 298.0]","[51.0, 91.0]"
1,47.0,3.0,309.0,"[306.0, 206.0]",0.6897829,175.28,17.0,378.0,"[307.0, 208.0]","[21.0, 18.0]"
2,47.0,3.0,457.0,"[248.0, 266.0]",0.6380432,164.96,12.0,989.0,"[249.0, 264.0]","[23.0, 43.0]"
0,48.0,3.0,7140.0,"[167.0, 293.0]",0.76543677,153.44,1.0,8432.0,"[171.0, 294.0]","[68.0, 124.0]"
1,48.0,3.0,372.0,"[305.0, 206.0]",0.6940419,174.7,17.0,414.0,"[307.0, 208.0]","[23.0, 18.0]"
2,48.0,3.0,1254.0,"[250.0, 251.0]",0.72793955,164.75,12.0,1792.0,"[250.0, 258.0]","[32.0, 56.0]"
0,49.0,3.0,3120.0,"[159.0, 292.0]",0.71748495,151.93,1.0,6328.0,"[165.0, 294.0]","[56.0, 113.0]"
1,49.0,3.0,355.0,"[307.0, 205.0]",0.63515043,175.52,17.0,440.0,"[308.0, 208.0]","[22.0, 20.0]"
2,49.0,3.0,582.0,"[250.0, 258.0]",0.34577212,164.68,12.0,1344.0,"[252.0, 260.0]","[28.0, 48.0]"
0,50.0,3.0,3284.0,"[160.0, 302.0]",0.7094184,149.0,1.0,5252.0,"[162.0, 299.0]","[52.0, 101.0]"
1,50.0,3.0,403.0,"[306.0, 205.0]",0.55982643,175.15,17.0,484.0,"[308.0, 207.0]","[22.0, 22.0]"
2,50.0,3.0,580.0,"[249.0, 261.0]",0.54764056,164.68,12.0,989.0,"[251.0, 263.0]","[23.0, 43.0]"
0,51.0,3.0,2103.0,"[159.0, 310.0]",0.61804384,145.94,1.0,3913.0,"[159.0, 303.0]","[43.0, 91.0]"
1,51.0,3.0,467.0,"[306.0, 205.0]",0.54877484,174.75,17.0,575.0,"[307.0, 207.0]","[25.0, 23.0]"
2,51.0,3.0,329.0,"[249.0, 254.0]",0.5606405,164.41,12.0,640.0,"[250.0, 258.0]","[20.0, 32.0]"
0,52.0,3.0,2751.0,"[161.0, 306.0]",0.81993264,147.5,1.0,3828.0,"[163.0, 306.0]","[44.0, 87.0]"
1,52.0,3.0,240.0,"[307.0, 210.0]",0.54188424,175.34,17.0,396.0,"[308.0, 209.0]","[22.0, 18.0]"
2,52.0,3.0,690.0,"[247.0, 258.0]",0.831456,164.02,12.0,925.0,"[249.0, 260.0]","[25.0, 37.0]"
0,53.0,3.0,3020.0,"[159.0, 306.0]",0.7193082,147.34,1.0,4557.0,"[160.0, 305.0]","[49.0, 93.0]"
1,53.0,3.0,356.0,"[308.0, 206.0]",0.75593305,175.87,17.0,420.0,"[309.0, 208.0]","[21.0, 20.0]"
2,53.0,3.0,1366.0,"[248.0, 249.0]",0.8328092,164.59,12.0,1716.0,"[249.0, 257.0]","[33.0, 52.0]"
0,54.0,3.0,6771.0,"[157.0, 318.0]",0.7804486,146.42,1.0,7345.0,"[160.0, 312.0]","[65.0, 113.0]"
1,54.0,3.0,366.0,"[306.0, 206.0]",0.6763325,175.27,17.0,460.0,"[308.0, 208.0]","[23.0, 20.0]"
2,54.0,3.0,878.0,"[247.0, 250.0]",0.6898076,164.44,12.0,1457.0,"[249.0, 254.0]","[31.0, 47.0]"
0,55.0,3.0,10848.0,"[157.0, 306.0]",0.7685173,150.37,1.0,11610.0,"[163.0, 308.0]","[86.0, 135.0]"
1,55.0,3.0,484.0,"[305.0, 204.0]",0.75682425,174.24,17.0,600.0,"[307.0, 207.0]","[25.0, 24.0]"
2,55.0,3.0,1010.0,"[252.0, 243.0]",0.7506609,165.5,12.0,1350.0,"[252.0, 248.0]","[30.0, 45.0]"
0,56.0,3.0,5642.0,"[158.0, 306.0]",0.79381716,148.6,1.0,10608.0,"[161.0, 307.0]","[78.0, 136.0]"
1,56.0,3.0,242.0,"[308.0, 208.0]",0.20311035,176.02,17.0,399.0,"[308.0, 208.0]","[21.0, 19.0]"
2,56.0,3.0,1196.0,"[250.0, 248.0]",0.7859319,164.86,12.0,1617.0,"[252.0, 250.0]","[33.0, 49.0]"
0,57.0,2.0,4428.0,"[160.0, 309.0]",0.7584548,147.1,1.0,7854.0,"[159.0, 306.0]","[66.0, 119.0]"
1,57.0,2.0,257.0,"[305.0, 208.0]",0.5809403,175.12,17.0,378.0,"[306.0, 209.0]","[21.0, 18.0]"
0,58.0,3.0,3588.0,"[160.0, 322.0]",0.7116251,142.32,1.0,5723.0,"[159.0, 316.0]","[59.0, 97.0]"
1,58.0,3.0,191.0,"[308.0, 208.0]",0.5633979,175.9,17.0,266.0,"[308.0, 209.0]","[19.0, 14.0]"
2,58.0,3.0,813.0,"[250.0, 257.0]",0.56716114,165.15,12.0,1300.0,"[252.0, 257.0]","[26.0, 50.0]"
0,59.0,3.0,8961.0,"[159.0, 311.0]",0.78449166,149.06,1.0,10086.0,"[163.0, 312.0]","[82.0, 123.0]"
1,59.0,3.0,321.0,"[307.0, 206.0]",0.51270616,175.8,17.0,357.0,"[308.0, 208.0]","[21.0, 17.0]"
2,59.0,3.0,925.0,"[254.0, 242.0]",0.81129575,165.72,12.0,1204.0,"[254.0, 248.0]","[28.0, 43.0]"
0,60.0,3.0,7252.0,"[157.0, 309.0]",0.80955625,148.04,1.0,9984.0,"[162.0, 311.0]","[78.0, 128.0]"
1,60.0,3.0,319.0,"[308.0, 206.0]",0.62874293,175.99,17.0,380.0,"[309.0, 207.0]","[20.0, 19.0]"
2,60.0,3.0,963.0,"[252.0, 245.0]",0.78636116,165.39,12.0,1230.0,"[254.0, 247.0]","[30.0, 41.0]"
0,61.0,2.0,5958.0,"[157.0, 308.0]",0.8010378,147.77,1.0,8928.0,"[161.0, 312.0]","[72.0, 124.0]"
1,61.0,2.0,618.0,"[305.0, 202.0]",0.7378708,173.28,17.0,650.0,"[307.0, 205.0]","[25.0, 26.0]"
0,62.0,3.0,1788.0,"[165.0, 304.0]",0.83505714,148.0,1.0,4459.0,"[165.0, 307.0]","[49.0, 91.0]"
1,62.0,3.0,468.0,"[306.0, 204.0]",0.27184886,174.66,17.0,625.0,"[308.0, 205.0]","[25.0, 25.0]"
2,62.0,3.0,1629.0,"[246.0, 249.0]",0.816476,164.39,12.0,2223.0,"[248.0, 253.0]","[39.0, 57.0]"
0,63.0,3.0,1333.0,"[165.0, 301.0]",0.8760765,149.39,1.0,2475.0,"[166.0, 303.0]","[33.0, 75.0]"
1,63.0,3.0,348.0,"[306.0, 207.0]",0.6838505,175.03,17.0,520.0,"[307.0, 207.0]","[26.0, 20.0]"
2,63.0,3.0,1146.0,"[245.0, 255.0]",0.85303354,164.07,12.0,1890.0,"[247.0, 257.0]","[35.0, 54.0]"
0,64.0,2.0,3827.0,"[163.0, 309.0]",0.76846486,147.29,1.0,4539.0,"[164.0, 306.0]","[51.0, 89.0]"
1,64.0,2.0,546.0,"[249.0, 262.0]",0.7736186,165.0,12.0,1175.0,"[249.0, 262.0]","[25.0, 47.0]"
0,65.0,3.0,1684.0,"[164.0, 310.0]",0.94524807,144.39,1.0,3504.0,"[165.0, 308.0]","[48.0, 73.0]"
1,65.0,3.0,477.0,"[251.0, 249.0]",0.5084336,165.2,12.0,759.0,"[252.0, 255.0]","[23.0, 33.0]"
2,65.0,3.0,328.0,"[307.0, 206.0]",0.5492754,175.57,17.0,460.0,"[308.0, 207.0]","[23.0, 20.0]"
0,66.0,2.0,1874.0,"[165.0, 307.0]",0.90869355,145.94,1.0,3243.0,"[166.0, 307.0]","[47.0, 69.0]"
1,66.0,2.0,266.0,"[250.0, 252.0]",0.3105019,164.77,12.0,450.0,"[251.0, 254.0]","[18.0, 25.0]"
0,67.0,2.0,2023.0,"[162.0, 307.0]",0.9355031,146.32,1.0,3174.0,"[164.0, 307.0]","[46.0, 69.0]"
1,67.0,2.0,197.0,"[305.0, 209.0]",0.52234435,175.02,17.0,270.0,"[306.0, 210.0]","[18.0, 15.0]"
0,68.0,2.0,1997.0,"[163.0, 308.0]",0.941535,145.91,1.0,3496.0,"[165.0, 305.0]","[46.0, 76.0]"
1,68.0,2.0,457.0,"[301.0, 202.0]",0.77967423,171.73,17.0,500.0,"[302.0, 205.0]","[20.0, 25.0]"
0,69.0,2.0,2713.0,"[163.0, 314.0]",0.9476336,144.42,1.0,4374.0,"[165.0, 308.0]","[54.0, 81.0]"
1,69.0,2.0,665.0,"[302.0, 201.0]",0.88039315,171.73,17.0,775.0,"[303.0, 202.0]","[25.0, 31.0]"
0,70.0,1.0,2634.0,"[163.0, 308.0]",0.863152,146.53,1.0,4233.0,"[164.0, 307.0]","[51.0, 83.0]"
0,71.0,2.0,3332.0,"[163.0, 305.0]",0.7577646,148.28,1.0,4664.0,"[164.0, 307.0]","[53.0, 88.0]"
1,71.0,2.0,364.0,"[302.0, 205.0]",0.63353163,173.19,17.0,650.0,"[303.0, 205.0]","[26.0, 25.0]"
0,72.0,3.0,3370.0,"[161.0, 307.0]",0.75916684,147.37,1.0,4914.0,"[163.0, 307.0]","[54.0, 91.0]"
1,72.0,3.0,296.0,"[303.0, 206.0]",0.6584175,174.2,17.0,460.0,"[304.0, 206.0]","[23.0, 20.0]"
2,72.0,3.0,963.0,"[252.0, 243.0]",0.8671584,165.59,12.0,1200.0,"[254.0, 245.0]","[30.0, 40.0]"
0,73.0,3.0,4566.0,"[160.0, 308.0]",0.74747807,147.15,1.0,5723.0,"[162.0, 309.0]","[59.0, 97.0]"
1,73.0,3.0,586.0,"[300.0, 199.0]",0.74729675,171.02,17.0,768.0,"[303.0, 201.0]","[24.0, 32.0]"
2,73.0,3.0,1683.0,"[247.0, 250.0]",0.8596425,164.55,12.0,2052.0,"[250.0, 250.0]","[38.0, 54.0]"
0,74.0,2.0,4063.0,"[160.0, 307.0]",0.76997894,147.76,1.0,5841.0,"[161.0, 307.0]","[59.0, 99.0]"
1,74.0,2.0,1525.0,"[247.0, 248.0]",0.80529404,164.39,12.0,2296.0,"[248.0, 251.0]","[41.0, 56.0]"
0,75.0,3.0,2138.0,"[158.0, 313.0]",0.9197239,143.63,1.0,4131.0,"[160.0, 310.0]","[51.0, 81.0]"
1,75.0,3.0,545.0,"[249.0, 251.0]",0.766532,164.71,12.0,1333.0,"[249.0, 252.0]","[31.0, 43.0]"
2,75.0,3.0,395.0,"[299.0, 202.0]",0.61013955,171.57,17.0,630.0,"[300.0, 202.0]","[21.0, 30.0]"
0,76.0,3.0,2584.0,"[158.0, 316.0]",0.9169963,143.28,1.0,3850.0,"[160.0, 314.0]","[50.0, 77.0]"
1,76.0,3.0,978.0,"[251.0, 242.0]",0.7542946,165.42,12.0,1428.0,"[250.0, 248.0]","[34.0, 42.0]"
2,76.0,3.0,413.0,"[299.0, 203.0]",0.64826566,171.38,17.0,600.0,"[299.0, 203.0]","[20.0, 30.0]"
0,77.0,3.0,6089.0,"[150.0, 331.0]",0.74493057,140.32,1.0,8184.0,"[153.0, 332.0]","[66.0, 124.0]"
1,77.0,3.0,460.0,"[251.0, 249.0]",0.6927942,165.2,12.0,884.0,"[252.0, 249.0]","[26.0, 34.0]"
2,77.0,3.0,344.0,"[298.0, 197.0]",0.19786179,169.57,17.0,476.0,"[298.0, 198.0]","[17.0, 28.0]"
0,78.0,2.0,7348.0,"[155.0, 312.0]",0.77163607,146.72,1.0,9344.0,"[156.0, 322.0]","[73.0, 128.0]"
1,78.0,2.0,1094.0,"[250.0, 245.0]",0.7554254,164.96,12.0,1260.0,"[251.0, 248.0]","[30.0, 42.0]"
0,79.0,2.0,3307.0,"[161.0, 314.0]",0.8130316,144.65,1.0,6120.0,"[159.0, 317.0]","[60.0, 102.0]"
1,79.0,2.0,453.0,"[250.0, 246.0]",0.5686404,165.69,12.0,945.0,"[251.0, 248.0]","[27.0, 35.0]"
0,80.0,3.0,2705.0,"[159.0, 318.0]",0.8992207,142.91,1.0,4576.0,"[159.0, 316.0]","[52.0, 88.0]"
1,80.0,3.0,916.0,"[245.0, 256.0]",0.7726297,163.77,12.0,1209.0,"[247.0, 255.0]","[31.0, 39.0]"
2,80.0,3.0,293.0,"[305.0, 206.0]",0.5860276,174.71,22.0,384.0,"[306.0, 207.0]","[24.0, 16.0]"
0,81.0,3.0,2992.0,"[158.0, 316.0]",0.83801466,143.29,1.0,4233.0,"[159.0, 317.0]","[51.0, 83.0]"
1,81.0,3.0,536.0,"[251.0, 250.0]",0.71491075,165.12,12.0,910.0,"[250.0, 254.0]","[26.0, 35.0]"
2,81.0,3.0,267.0,"[306.0, 207.0]",0.63361615,175.39,22.0,357.0,"[307.0, 208.0]","[21.0, 17.0]"
0,82.0,2.0,776.0,"[248.0, 251.0]",0.59612346,164.49,12.0,1008.0,"[250.0, 253.0]","[28.0, 36.0]"
1,82.0,2.0,770.0,"[303.0, 198.0]",0.80569434,171.39,22.0,924.0,"[305.0, 201.0]","[28.0, 33.0]"
0,83.0,2.0,413.0,"[304.0, 202.0]",0.63013875,172.7,22.0,714.0,"[305.0, 200.0]","[21.0, 34.0]"
1,83.0,2.0,3106.0,"[162.0, 307.0]",0.770206,147.15,1.0,4558.0,"[163.0, 311.0]","[53.0, 86.0]"
0,84.0,2.0,459.0,"[302.0, 203.0]",0.7042259,172.38,22.0,759.0,"[303.0, 202.0]","[23.0, 33.0]"
1,84.0,2.0,4019.0,"[159.0, 308.0]",0.80670846,146.63,1.0,4968.0,"[163.0, 309.0]","[54.0, 92.0]"
0,85.0,2.0,521.0,"[302.0, 200.0]",0.69635713,171.0,22.0,777.0,"[302.0, 201.0]","[21.0, 37.0]"
1,85.0,2.0,6900.0,"[158.0, 305.0]",0.80784494,148.77,1.0,8280.0,"[163.0, 309.0]","[72.0, 115.0]"
0,86.0,2.0,3574.0,"[162.0, 305.0]",0.7610278,148.45,1.0,6572.0,"[163.0, 307.0]","[62.0, 106.0]"
1,86.0,2.0,1557.0,"[252.0, 245.0]",0.6317106,165.26,12.0,1768.0,"[253.0, 247.0]","[34.0, 52.0]"
0,87.0,3.0,5219.0,"[161.0, 310.0]",0.75309056,147.66,1.0,7410.0,"[162.0, 308.0]","[65.0, 114.0]"
1,87.0,3.0,1023.0,"[252.0, 244.0]",0.75100315,165.41,12.0,1504.0,"[253.0, 247.0]","[32.0, 47.0]"
2,87.0,3.0,387.0,"[302.0, 205.0]",0.54376316,173.02,22.0,600.0,"[302.0, 204.0]","[20.0, 30.0]"
0,88.0,2.0,5164.0,"[158.0, 314.0]",0.75076026,146.03,1.0,7906.0,"[161.0, 312.0]","[67.0, 118.0]"
1,88.0,2.0,570.0,"[250.0, 247.0]",0.77050865,165.44,12.0,1064.0,"[252.0, 249.0]","[28.0, 38.0]"
0,89.0,2.0,3452.0,"[164.0, 300.0]",0.77411604,150.8,1.0,6438.0,"[163.0, 305.0]","[58.0, 111.0]"
1,89.0,2.0,649.0,"[251.0, 246.0]",0.7222313,165.58,12.0,972.0,"[253.0, 248.0]","[27.0, 36.0]"
0,90.0,2.0,2291.0,"[161.0, 310.0]",0.812254,145.58,1.0,4606.0,"[163.0, 306.0]","[49.0, 94.0]"
1,90.0,2.0,667.0,"[248.0, 251.0]",0.6839574,164.74,12.0,884.0,"[251.0, 251.0]","[26.0, 34.0]"
