,frame,n_masks,mask_area,mask_centroid,mask_conf,mask_strength,bbox_id,bbox_area,bbox_centroid,bbox_dim
0,91.0,2.0,2264.0,"[163.0, 309.0]",0.9051538,145.76,1.0,4050.0,"[164.0, 307.0]","[50.0, 81.0]"
1,91.0,2.0,528.0,"[251.0, 249.0]",0.5129045,165.01,12.0,736.0,"[252.0, 251.0]","[23.0, 32.0]"
0,92.0,2.0,3342.0,"[163.0, 313.0]",0.7833589,145.5,1.0,4611.0,"[164.0, 311.0]","[53.0, 87.0]"
1,92.0,2.0,916.0,"[246.0, 250.0]",0.64578795,164.13,12.0,1054.0,"[250.0, 252.0]","[31.0, 34.0]"
0,93.0,2.0,6337.0,"[162.0, 319.0]",0.7153265,147.41,1.0,7910.0,"[163.0, 313.0]","[70.0, 113.0]"
1,93.0,2.0,791.0,"[250.0, 250.0]",0.5010694,164.95,12.0,1008.0,"[251.0, 252.0]","[28.0, 36.0]"
0,94.0,2.0,4559.0,"[159.0, 311.0]",0.7174777,146.99,1.0,7854.0,"[161.0, 311.0]","[66.0, 119.0]"
1,94.0,2.0,1053.0,"[245.0, 255.0]",0.7660097,164.0,12.0,1376.0,"[247.0, 257.0]","[32.0, 43.0]"
0,95.0,1.0,6871.0,"[157.0, 305.0]",0.75501245,148.72,1.0,9825.0,"[162.0, 308.0]","[75.0, 131.0]"
0,96.0,1.0,9759.0,"[156.0, 295.0]",0.7678102,151.95,1.0,13992.0,"[162.0, 305.0]","[88.0, 159.0]"
0,97.0,2.0,3305.0,"[162.0, 304.0]",0.7612231,148.72,1.0,8610.0,"[163.0, 305.0]","[70.0, 123.0]"
1,97.0,2.0,1149.0,"[245.0, 256.0]",0.7301514,164.1,12.0,1598.0,"[245.0, 260.0]","[34.0, 47.0]"
0,98.0,2.0,4001.0,"[164.0, 302.0]",0.7611422,150.04,1.0,7068.0,"[163.0, 302.0]","[62.0, 114.0]"
1,98.0,2.0,915.0,"[245.0, 256.0]",0.6663123,163.95,12.0,1380.0,"[246.0, 260.0]","[30.0, 46.0]"
0,99.0,2.0,4318.0,"[164.0, 293.0]",0.8022399,152.93,1.0,6786.0,"[166.0, 297.0]","[58.0, 117.0]"
1,99.0,2.0,773.0,"[247.0, 258.0]",0.6401727,164.54,12.0,1242.0,"[247.0, 261.0]","[27.0, 46.0]"
0,100.0,2.0,3446.0,"[164.0, 296.0]",0.79497266,152.02,1.0,5994.0,"[167.0, 299.0]","[54.0, 111.0]"
1,100.0,2.0,337.0,"[247.0, 255.0]",0.6529869,164.64,12.0,648.0,"[247.0, 258.0]","[18.0, 36.0]"
0,101.0,1.0,599.0,"[161.0, 320.0]",0.8160574,139.94,0.0,680.0,"[162.0, 320.0]","[20.0, 34.0]"
0,102.0,1.0,590.0,"[161.0, 320.0]",0.8140794,139.9,23.0,684.0,"[162.0, 320.0]","[19.0, 36.0]"
0,103.0,1.0,599.0,"[161.0, 319.0]",0.8207108,140.05,23.0,665.0,"[162.0, 320.0]","[19.0, 35.0]"
0,104.0,1.0,742.0,"[160.0, 319.0]",0.7937447,139.88,23.0,777.0,"[161.0, 319.0]","[21.0, 37.0]"
0,105.0,1.0,1557.0,"[158.0, 325.0]",0.7832616,139.05,23.0,1551.0,"[159.0, 322.0]","[33.0, 47.0]"
0,106.0,1.0,1136.0,"[158.0, 321.0]",0.84831756,139.19,23.0,1598.0,"[158.0, 321.0]","[34.0, 47.0]"
0,107.0,1.0,861.0,"[160.0, 319.0]",0.8256187,139.78,23.0,1247.0,"[159.0, 320.0]","[29.0, 43.0]"
0,108.0,1.0,1431.0,"[158.0, 319.0]",0.862169,140.29,23.0,1680.0,"[158.0, 318.0]","[35.0, 48.0]"
0,109.0,1.0,1739.0,"[158.0, 323.0]",0.7579645,139.46,23.0,1938.0,"[158.0, 320.0]","[38.0, 51.0]"
0,110.0,1.0,1477.0,"[156.0, 325.0]",0.7052883,138.87,23.0,1924.0,"[157.0, 323.0]","[37.0, 52.0]"
0,111.0,1.0,2186.0,"[156.0, 326.0]",0.75202006,139.33,23.0,2610.0,"[155.0, 324.0]","[45.0, 58.0]"
0,112.0,1.0,2388.0,"[156.0, 320.0]",0.8350026,140.75,23.0,2835.0,"[156.0, 321.0]","[45.0, 63.0]"
0,113.0,1.0,1284.0,"[159.0, 319.0]",0.75619954,140.06,23.0,2052.0,"[158.0, 320.0]","[38.0, 54.0]"
0,114.0,1.0,2103.0,"[157.0, 322.0]",0.8293086,139.86,23.0,2280.0,"[157.0, 321.0]","[40.0, 57.0]"
0,115.0,1.0,5069.0,"[151.0, 325.0]",0.63023055,141.46,23.0,4480.0,"[155.0, 325.0]","[56.0, 80.0]"
0,116.0,1.0,5863.0,"[147.0, 320.0]",0.7129266,142.88,23.0,6072.0,"[151.0, 323.0]","[66.0, 92.0]"
0,117.0,1.0,2718.0,"[156.0, 317.0]",0.8476016,141.84,23.0,4480.0,"[155.0, 321.0]","[56.0, 80.0]"
0,118.0,1.0,5957.0,"[149.0, 315.0]",0.53144497,144.42,23.0,6072.0,"[152.0, 316.0]","[66.0, 92.0]"
0,119.0,1.0,2260.0,"[157.0, 314.0]",0.8447795,143.07,23.0,4293.0,"[156.0, 316.0]","[53.0, 81.0]"
0,120.0,1.0,2219.0,"[158.0, 312.0]",0.86220455,144.22,23.0,3510.0,"[158.0, 312.0]","[45.0, 78.0]"
0,121.0,1.0,3151.0,"[156.0, 316.0]",0.7981083,142.75,23.0,3744.0,"[158.0, 315.0]","[48.0, 78.0]"
0,122.0,2.0,2892.0,"[158.0, 321.0]",0.7819672,141.38,23.0,3504.0,"[158.0, 319.0]","[48.0, 73.0]"
1,122.0,2.0,650.0,"[303.0, 201.0]",0.8025611,172.28,25.0,961.0,"[304.0, 202.0]","[31.0, 31.0]"
0,123.0,2.0,3306.0,"[156.0, 320.0]",0.7795715,141.7,23.0,3800.0,"[158.0, 320.0]","[50.0, 76.0]"
1,123.0,2.0,691.0,"[302.0, 197.0]",0.82187575,170.71,25.0,875.0,"[302.0, 199.0]","[25.0, 35.0]"
0,124.0,2.0,5056.0,"[152.0, 326.0]",0.70981777,141.61,23.0,5824.0,"[156.0, 325.0]","[64.0, 91.0]"
1,124.0,2.0,448.0,"[299.0, 197.0]",0.6697225,169.6,25.0,578.0,"[299.0, 198.0]","[17.0, 34.0]"
0,125.0,2.0,1638.0,"[158.0, 317.0]",0.9059674,141.1,23.0,3640.0,"[158.0, 320.0]","[52.0, 70.0]"
1,125.0,2.0,804.0,"[302.0, 199.0]",0.6425775,171.49,25.0,1160.0,"[303.0, 199.0]","[29.0, 40.0]"
0,126.0,1.0,3294.0,"[154.0, 321.0]",0.7645162,140.97,23.0,3710.0,"[156.0, 321.0]","[53.0, 70.0]"
0,127.0,2.0,2177.0,"[157.0, 320.0]",0.86931103,140.9,23.0,3168.0,"[157.0, 320.0]","[48.0, 66.0]"
1,127.0,2.0,510.0,"[298.0, 194.0]",0.7369811,168.87,25.0,880.0,"[300.0, 195.0]","[20.0, 44.0]"
0,128.0,2.0,2672.0,"[157.0, 318.0]",0.88279766,141.62,23.0,3216.0,"[157.0, 319.0]","[48.0, 67.0]"
1,128.0,2.0,305.0,"[297.0, 199.0]",0.56905365,169.32,25.0,465.0,"[297.0, 198.0]","[15.0, 31.0]"
0,129.0,2.0,1549.0,"[160.0, 312.0]",0.87954825,142.96,23.0,2320.0,"[160.0, 315.0]","[40.0, 58.0]"
1,129.0,2.0,731.0,"[299.0, 195.0]",0.8229203,170.1,25.0,1025.0,"[300.0, 195.0]","[25.0, 41.0]"
0,130.0,2.0,2147.0,"[158.0, 318.0]",0.7724665,141.53,23.0,2542.0,"[160.0, 318.0]","[41.0, 62.0]"
1,130.0,2.0,435.0,"[293.0, 191.0]",0.50316113,167.64,25.0,760.0,"[296.0, 192.0]","[19.0, 40.0]"
0,131.0,2.0,1507.0,"[160.0, 312.0]",0.870661,143.41,23.0,2135.0,"[161.0, 314.0]","[35.0, 61.0]"
1,131.0,2.0,270.0,"[295.0, 195.0]",0.59520125,168.23,25.0,405.0,"[295.0, 194.0]","[15.0, 27.0]"
0,132.0,2.0,2842.0,"[159.0, 318.0]",0.6626633,143.24,23.0,3225.0,"[160.0, 315.0]","[43.0, 75.0]"
1,132.0,2.0,429.0,"[296.0, 200.0]",0.64059675,170.11,25.0,612.0,"[297.0, 199.0]","[18.0, 34.0]"
0,133.0,1.0,2092.0,"[161.0, 298.0]",0.8738738,151.19,23.0,2870.0,"[161.0, 305.0]","[35.0, 82.0]"
0,134.0,1.0,2313.0,"[160.0, 310.0]",0.6902908,145.84,23.0,3268.0,"[162.0, 308.0]","[38.0, 86.0]"
0,135.0,1.0,4628.0,"[160.0, 299.0]",0.74283034,150.07,23.0,5200.0,"[163.0, 303.0]","[52.0, 100.0]"
0,136.0,1.0,2880.0,"[163.0, 309.0]",0.7744678,146.33,23.0,4732.0,"[165.0, 308.0]","[52.0, 91.0]"
0,137.0,1.0,4418.0,"[164.0, 303.0]",0.81661314,149.17,23.0,5734.0,"[168.0, 306.0]","[61.0, 94.0]"
0,138.0,1.0,5329.0,"[163.0, 302.0]",0.8538517,149.54,23.0,7200.0,"[169.0, 305.0]","[72.0, 100.0]"
0,139.0,2.0,3683.0,"[173.0, 288.0]",0.6264603,156.78,23.0,6177.0,"[175.0, 295.0]","[71.0, 87.0]"
1,139.0,2.0,393.0,"[297.0, 197.0]",0.58100456,168.94,25.0,459.0,"[297.0, 198.0]","[17.0, 27.0]"
0,140.0,2.0,2333.0,"[175.0, 299.0]",0.8145966,150.65,23.0,4928.0,"[178.0, 300.0]","[64.0, 77.0]"
1,140.0,2.0,241.0,"[295.0, 202.0]",0.10660296,170.72,25.0,414.0,"[296.0, 202.0]","[18.0, 23.0]"
0,141.0,2.0,1997.0,"[175.0, 298.0]",0.7673034,150.42,23.0,4189.0,"[179.0, 302.0]","[59.0, 71.0]"
1,141.0,2.0,330.0,"[297.0, 190.0]",0.73060364,167.05,25.0,420.0,"[296.0, 194.0]","[15.0, 28.0]"
0,142.0,2.0,9665.0,"[168.0, 302.0]",0.7519336,153.81,23.0,10062.0,"[177.0, 303.0]","[86.0, 117.0]"
1,142.0,2.0,391.0,"[297.0, 190.0]",0.15618457,167.86,25.0,442.0,"[297.0, 190.0]","[13.0, 34.0]"
0,143.0,1.0,2469.0,"[183.0, 295.0]",0.80365175,152.29,23.0,7326.0,"[181.0, 301.0]","[74.0, 99.0]"
0,144.0,1.0,3052.0,"[180.0, 299.0]",0.84164953,150.88,23.0,6789.0,"[181.0, 303.0]","[73.0, 93.0]"
0,145.0,2.0,3076.0,"[186.0, 289.0]",0.8121364,156.01,23.0,5740.0,"[184.0, 295.0]","[70.0, 82.0]"
1,145.0,2.0,318.0,"[294.0, 192.0]",0.54024005,167.22,25.0,390.0,"[295.0, 191.0]","[13.0, 30.0]"
0,146.0,1.0,5487.0,"[176.0, 294.0]",0.78396714,154.99,23.0,8137.0,"[181.0, 298.0]","[79.0, 103.0]"
0,147.0,1.0,4845.0,"[174.0, 299.0]",0.8413626,152.19,23.0,7931.0,"[178.0, 301.0]","[77.0, 103.0]"
0,148.0,2.0,5308.0,"[170.0, 298.0]",0.8325468,151.87,23.0,8470.0,"[175.0, 300.0]","[77.0, 110.0]"
1,148.0,2.0,253.0,"[295.0, 195.0]",0.6006709,168.35,25.0,324.0,"[295.0, 195.0]","[12.0, 27.0]"
0,149.0,1.0,4895.0,"[168.0, 298.0]",0.8147518,151.59,23.0,8175.0,"[172.0, 302.0]","[75.0, 109.0]"
