,frame,n_masks,mask_area,mask_centroid,mask_conf,mask_strength,bbox_id,bbox_area,bbox_centroid,bbox_dim
2,14.0,3.0,691.0,"[298.0, 197.0]",0.43845212,169.96,5.0,988.0,"[299.0, 199.0]","[26.0, 38.0]"
0,15.0,2.0,11103.0,"[160.0, 315.0]",0.7354997,148.93,1.0,12784.0,"[166.0, 315.0]","[94.0, 136.0]"
1,15.0,2.0,1213.0,"[241.0, 258.0]",0.5076816,163.1,2.0,1290.0,"[242.0, 262.0]","[30.0, 43.0]"
0,16.0,3.0,11754.0,"[167.0, 308.0]",0.69517124,152.95,1.0,14586.0,"[167.0, 312.0]","[102.0, 143.0]"
1,16.0,3.0,588.0,"[247.0, 267.0]",0.665835,164.81,2.0,960.0,"[245.0, 265.0]","[24.0, 40.0]"
2,16.0,3.0,318.0,"[297.0, 195.0]",0.72163075,168.46,5.0,493.0,"[298.0, 197.0]","[17.0, 29.0]"
0,17.0,3.0,5396.0,"[161.0, 257.0]",0.8122011,164.18,1.0,11481.0,"[163.0, 265.0]","[89.0, 129.0]"
1,17.0,3.0,551.0,"[242.0, 213.0]",0.7425575,170.0,2.0,861.0,"[242.0, 216.0]","[21.0, 41.0]"
2,17.0,3.0,389.0,"[300.0, 139.0]",0.46104875,161.57,5.0,522.0,"[298.0, 142.0]","[18.0, 29.0]"
0,18.0,2.0,5738.0,"[174.0, 301.0]",0.78714705,152.4,1.0,9632.0,"[181.0, 304.0]","[86.0, 112.0]"
1,18.0,2.0,490.0,"[300.0, 200.0]",0.78219444,170.78,5.0,570.0,"[301.0, 201.0]","[19.0, 30.0]"
0,19.0,3.0,3528.0,"[170.0, 299.0]",0.71531796,151.19,1.0,7070.0,"[177.0, 301.0]","[70.0, 101.0]"
1,19.0,3.0,978.0,"[304.0, 196.0]",0.86461186,171.17,5.0,1026.0,"[303.0, 199.0]","[27.0, 38.0]"
2,19.0,3.0,573.0,"[246.0, 266.0]",0.8529271,164.4,2.0,798.0,"[247.0, 267.0]","[21.0, 38.0]"
0,20.0,3.0,3480.0,"[165.0, 311.0]",0.74933434,145.67,1.0,5544.0,"[169.0, 308.0]","[63.0, 88.0]"
1,20.0,3.0,863.0,"[304.0, 196.0]",0.8173946,171.31,5.0,1160.0,"[304.0, 199.0]","[29.0, 40.0]"
2,20.0,3.0,1046.0,"[245.0, 257.0]",0.8519159,164.56,2.0,1128.0,"[245.0, 263.0]","[24.0, 47.0]"
0,21.0,3.0,3555.0,"[164.0, 313.0]",0.75001496,145.33,1.0,5074.0,"[165.0, 311.0]","[59.0, 86.0]"
1,21.0,3.0,657.0,"[303.0, 198.0]",0.5950135,170.99,5.0,988.0,"[303.0, 199.0]","[26.0, 38.0]"
2,21.0,3.0,447.0,"[245.0, 269.0]",0.8610761,164.15,2.0,897.0,"[245.0, 268.0]","[23.0, 39.0]"
0,22.0,3.0,3901.0,"[176.0, 301.0]",0.7452432,153.28,1.0,6480.0,"[178.0, 305.0]","[72.0, 90.0]"
1,22.0,3.0,361.0,"[300.0, 203.0]",0.60560864,171.92,5.0,660.0,"[301.0, 203.0]","[22.0, 30.0]"
2,22.0,3.0,760.0,"[243.0, 262.0]",0.8879724,164.05,2.0,1120.0,"[242.0, 266.0]","[28.0, 40.0]"
0,23.0,3.0,2680.0,"[168.0, 305.0]",0.71140784,147.54,1.0,5103.0,"[172.0, 305.0]","[63.0, 81.0]"
1,23.0,3.0,251.0,"[300.0, 203.0]",0.68363875,171.76,5.0,442.0,"[300.0, 204.0]","[17.0, 26.0]"
2,23.0,3.0,472.0,"[246.0, 268.0]",0.7508292,164.65,2.0,792.0,"[244.0, 268.0]","[22.0, 36.0]"
0,24.0,3.0,2844.0,"[168.0, 306.0]",0.7323457,147.3,1.0,4836.0,"[170.0, 306.0]","[62.0, 78.0]"
1,24.0,3.0,572.0,"[302.0, 200.0]",0.7836742,171.78,5.0,864.0,"[303.0, 202.0]","[27.0, 32.0]"
2,24.0,3.0,372.0,"[245.0, 272.0]",0.76466876,164.56,2.0,589.0,"[245.0, 272.0]","[19.0, 31.0]"
0,25.0,2.0,5290.0,"[179.0, 296.0]",0.74850816,155.07,1.0,7575.0,"[178.0, 299.0]","[75.0, 101.0]"
1,25.0,2.0,1316.0,"[246.0, 251.0]",0.7540147,164.41,2.0,1450.0,"[245.0, 260.0]","[29.0, 50.0]"
0,26.0,3.0,2632.0,"[167.0, 306.0]",0.81306905,147.66,1.0,5016.0,"[173.0, 304.0]","[57.0, 88.0]"
1,26.0,3.0,583.0,"[245.0, 266.0]",0.84773207,164.21,2.0,1118.0,"[245.0, 265.0]","[26.0, 43.0]"
2,26.0,3.0,311.0,"[302.0, 205.0]",0.5712472,173.44,5.0,500.0,"[303.0, 205.0]","[20.0, 25.0]"
0,27.0,3.0,2154.0,"[169.0, 302.0]",0.8335845,148.86,1.0,3634.0,"[171.0, 304.0]","[46.0, 79.0]"
1,27.0,3.0,474.0,"[245.0, 267.0]",0.8034888,163.65,2.0,828.0,"[244.0, 267.0]","[23.0, 36.0]"
2,27.0,3.0,744.0,"[309.0, 196.0]",0.53323364,171.88,5.0,888.0,"[307.0, 199.0]","[24.0, 37.0]"
0,28.0,2.0,3768.0,"[175.0, 297.0]",0.7512293,154.74,1.0,5368.0,"[178.0, 300.0]","[61.0, 88.0]"
1,28.0,2.0,549.0,"[245.0, 266.0]",0.8726433,164.35,2.0,819.0,"[245.0, 267.0]","[21.0, 39.0]"
0,29.0,3.0,3053.0,"[173.0, 295.0]",0.58764803,153.68,1.0,5670.0,"[177.0, 298.0]","[63.0, 90.0]"
1,29.0,3.0,558.0,"[245.0, 267.0]",0.7636136,164.42,2.0,777.0,"[245.0, 269.0]","[21.0, 37.0]"
2,29.0,3.0,467.0,"[302.0, 201.0]",0.590853,171.98,5.0,651.0,"[303.0, 202.0]","[21.0, 31.0]"
0,30.0,2.0,2355.0,"[176.0, 294.0]",0.66512793,152.9,1.0,4698.0,"[179.0, 297.0]","[58.0, 81.0]"
1,30.0,2.0,525.0,"[245.0, 268.0]",0.77780426,164.35,2.0,777.0,"[245.0, 270.0]","[21.0, 37.0]"
0,31.0,2.0,5408.0,"[173.0, 291.0]",0.7655956,156.08,1.0,7560.0,"[182.0, 295.0]","[72.0, 105.0]"
1,31.0,2.0,714.0,"[246.0, 261.0]",0.80825055,164.24,2.0,984.0,"[246.0, 267.0]","[24.0, 41.0]"
0,32.0,2.0,3473.0,"[176.0, 293.0]",0.41347012,155.06,1.0,7770.0,"[184.0, 294.0]","[74.0, 105.0]"
1,32.0,2.0,709.0,"[241.0, 264.0]",0.8192747,164.09,2.0,1334.0,"[243.0, 265.0]","[29.0, 46.0]"
0,33.0,2.0,3562.0,"[172.0, 295.0]",0.5219685,153.65,1.0,7597.0,"[182.0, 294.0]","[71.0, 107.0]"
1,33.0,2.0,374.0,"[246.0, 272.0]",0.79683673,165.2,2.0,814.0,"[245.0, 270.0]","[22.0, 37.0]"
0,34.0,3.0,5272.0,"[175.0, 289.0]",0.70668906,156.42,1.0,9120.0,"[183.0, 291.0]","[76.0, 120.0]"
1,34.0,3.0,1379.0,"[246.0, 253.0]",0.8856619,164.43,2.0,1617.0,"[245.0, 261.0]","[33.0, 49.0]"
2,34.0,3.0,421.0,"[302.0, 203.0]",0.5921717,171.85,5.0,558.0,"[302.0, 203.0]","[18.0, 31.0]"
0,35.0,2.0,5879.0,"[172.0, 296.0]",0.7562098,154.33,1.0,9840.0,"[179.0, 292.0]","[80.0, 123.0]"
1,35.0,2.0,588.0,"[302.0, 201.0]",0.8056649,171.99,5.0,924.0,"[304.0, 202.0]","[28.0, 33.0]"
0,36.0,3.0,4278.0,"[168.0, 298.0]",0.7093895,151.96,1.0,8307.0,"[173.0, 292.0]","[71.0, 117.0]"
1,36.0,3.0,886.0,"[304.0, 197.0]",0.7032231,171.48,5.0,1085.0,"[305.0, 201.0]","[31.0, 35.0]"
2,36.0,3.0,1419.0,"[249.0, 250.0]",0.9128551,164.89,2.0,2356.0,"[248.0, 256.0]","[38.0, 62.0]"
0,37.0,3.0,2654.0,"[170.0, 300.0]",0.6727396,150.51,1.0,5280.0,"[172.0, 298.0]","[55.0, 96.0]"
1,37.0,3.0,923.0,"[304.0, 196.0]",0.82514393,171.49,5.0,1287.0,"[305.0, 199.0]","[33.0, 39.0]"
2,37.0,3.0,1503.0,"[248.0, 247.0]",0.7984575,164.79,2.0,2405.0,"[249.0, 252.0]","[37.0, 65.0]"
0,38.0,3.0,4783.0,"[168.0, 297.0]",0.7499181,152.58,1.0,6660.0,"[171.0, 296.0]","[60.0, 111.0]"
1,38.0,3.0,620.0,"[302.0, 199.0]",0.77985173,171.48,5.0,1080.0,"[304.0, 200.0]","[30.0, 36.0]"
2,38.0,3.0,1198.0,"[247.0, 252.0]",0.5461456,164.69,2.0,2142.0,"[248.0, 253.0]","[34.0, 63.0]"
0,39.0,3.0,4651.0,"[167.0, 293.0]",0.74160296,153.26,1.0,6441.0,"[168.0, 293.0]","[57.0, 113.0]"
1,39.0,3.0,676.0,"[303.0, 199.0]",0.8091604,171.9,5.0,1050.0,"[305.0, 201.0]","[30.0, 35.0]"
2,39.0,3.0,1557.0,"[247.0, 249.0]",0.887226,164.58,2.0,2294.0,"[248.0, 254.0]","[37.0, 62.0]"
0,40.0,3.0,2676.0,"[161.0, 308.0]",0.8002462,146.12,1.0,4500.0,"[163.0, 302.0]","[50.0, 90.0]"
1,40.0,3.0,776.0,"[303.0, 198.0]",0.7866573,171.68,5.0,1085.0,"[304.0, 201.0]","[31.0, 35.0]"
2,40.0,3.0,1188.0,"[247.0, 247.0]",0.66686404,164.88,2.0,2046.0,"[248.0, 250.0]","[33.0, 62.0]"
0,41.0,2.0,4839.0,"[160.0, 298.0]",0.7353749,150.74,1.0,5459.0,"[163.0, 298.0]","[53.0, 103.0]"
1,41.0,2.0,735.0,"[302.0, 198.0]",0.7406772,171.68,5.0,1120.0,"[304.0, 201.0]","[32.0, 35.0]"
0,42.0,3.0,6150.0,"[165.0, 298.0]",0.7982823,153.39,1.0,6930.0,"[165.0, 295.0]","[63.0, 110.0]"
1,42.0,3.0,908.0,"[306.0, 196.0]",0.73474026,171.24,5.0,1287.0,"[305.0, 198.0]","[33.0, 39.0]"
2,42.0,3.0,1707.0,"[247.0, 249.0]",0.8089491,164.78,2.0,2925.0,"[247.0, 252.0]","[45.0, 65.0]"
0,43.0,2.0,5624.0,"[165.0, 289.0]",0.74149865,154.05,1.0,6900.0,"[166.0, 290.0]","[60.0, 115.0]"
1,43.0,2.0,770.0,"[303.0, 198.0]",0.7816344,171.7,5.0,1184.0,"[305.0, 199.0]","[32.0, 37.0]"
0,44.0,3.0,4339.0,"[165.0, 288.0]",0.65751016,154.48,1.0,6032.0,"[166.0, 287.0]","[52.0, 116.0]"
1,44.0,3.0,871.0,"[304.0, 196.0]",0.721598,171.23,5.0,1178.0,"[306.0, 198.0]","[31.0, 38.0]"
2,44.0,3.0,977.0,"[251.0, 253.0]",0.67869186,164.95,2.0,2046.0,"[251.0, 254.0]","[33.0, 62.0]"
0,45.0,3.0,2674.0,"[165.0, 298.0]",0.6203766,151.76,1.0,4800.0,"[166.0, 296.0]","[48.0, 100.0]"
1,45.0,3.0,692.0,"[305.0, 198.0]",0.7055965,172.01,5.0,1036.0,"[306.0, 199.0]","[28.0, 37.0]"
2,45.0,3.0,1050.0,"[251.0, 245.0]",0.7226924,165.33,2.0,1620.0,"[253.0, 251.0]","[30.0, 54.0]"
0,46.0,3.0,3950.0,"[164.0, 303.0]",0.7476104,149.31,1.0,4950.0,"[165.0, 298.0]","[50.0, 99.0]"
1,46.0,3.0,580.0,"[306.0, 201.0]",0.66585606,173.26,5.0,864.0,"[307.0, 201.0]","[27.0, 32.0]"
2,46.0,3.0,1555.0,"[247.0, 251.0]",0.86087763,164.62,2.0,2220.0,"[249.0, 254.0]","[37.0, 60.0]"
0,47.0,3.0,3187.0,"[168.0, 295.0]",0.6604182,152.48,1.0,5076.0,"[171.0, 297.0]","[54.0, 94.0]"
1,47.0,3.0,587.0,"[305.0, 200.0]",0.5308973,172.67,5.0,810.0,"[306.0, 203.0]","[27.0, 30.0]"
2,47.0,3.0,1608.0,"[247.0, 248.0]",0.74973017,164.9,2.0,2665.0,"[246.0, 252.0]","[41.0, 65.0]"
0,48.0,3.0,6889.0,"[167.0, 290.0]",0.78980356,154.26,1.0,7788.0,"[171.0, 292.0]","[66.0, 118.0]"
1,48.0,3.0,574.0,"[305.0, 201.0]",0.68733245,173.11,5.0,812.0,"[306.0, 203.0]","[28.0, 29.0]"
2,48.0,3.0,1394.0,"[248.0, 251.0]",0.6992843,164.61,2.0,2623.0,"[246.0, 254.0]","[43.0, 61.0]"
0,49.0,3.0,3497.0,"[158.0, 288.0]",0.25267908,153.83,1.0,6384.0,"[165.0, 290.0]","[56.0, 114.0]"
1,49.0,3.0,530.0,"[306.0, 202.0]",0.69083333,173.6,5.0,783.0,"[307.0, 205.0]","[27.0, 29.0]"
2,49.0,3.0,863.0,"[250.0, 256.0]",0.79798734,164.85,2.0,1836.0,"[249.0, 258.0]","[34.0, 54.0]"
0,50.0,3.0,3431.0,"[161.0, 298.0]",0.6796899,150.31,1.0,5252.0,"[163.0, 295.0]","[52.0, 101.0]"
1,50.0,3.0,654.0,"[305.0, 200.0]",0.716542,172.33,5.0,864.0,"[307.0, 203.0]","[27.0, 32.0]"
2,50.0,3.0,1415.0,"[248.0, 249.0]",0.8581747,164.77,2.0,2204.0,"[248.0, 256.0]","[38.0, 58.0]"
0,51.0,2.0,1265.0,"[155.0, 326.0]",0.73912024,138.31,1.0,2562.0,"[158.0, 315.0]","[42.0, 61.0]"
1,51.0,2.0,776.0,"[303.0, 198.0]",0.7437817,171.69,5.0,1015.0,"[306.0, 201.0]","[29.0, 35.0]"
0,52.0,3.0,2854.0,"[161.0, 304.0]",0.811409,148.29,1.0,3486.0,"[163.0, 309.0]","[42.0, 83.0]"
1,52.0,3.0,625.0,"[304.0, 200.0]",0.71570444,171.88,5.0,999.0,"[306.0, 201.0]","[27.0, 37.0]"
2,52.0,3.0,981.0,"[248.0, 254.0]",0.8128877,164.27,2.0,1700.0,"[248.0, 257.0]","[34.0, 50.0]"
0,53.0,3.0,3111.0,"[158.0, 303.0]",0.72680986,148.02,1.0,3827.0,"[162.0, 305.0]","[43.0, 89.0]"
1,53.0,3.0,430.0,"[307.0, 204.0]",0.73319536,175.2,5.0,696.0,"[308.0, 204.0]","[24.0, 29.0]"
2,53.0,3.0,1592.0,"[248.0, 249.0]",0.9098358,164.68,2.0,2419.0,"[248.0, 256.0]","[41.0, 59.0]"
0,54.0,3.0,6769.0,"[153.0, 315.0]",0.8064856,145.51,1.0,6431.0,"[157.0, 310.0]","[59.0, 109.0]"
1,54.0,3.0,635.0,"[305.0, 200.0]",0.733289,172.5,5.0,832.0,"[307.0, 202.0]","[26.0, 32.0]"
2,54.0,3.0,1203.0,"[248.0, 250.0]",0.7543955,164.53,2.0,2146.0,"[249.0, 256.0]","[37.0, 58.0]"
0,55.0,3.0,10158.0,"[157.0, 304.0]",0.75057703,150.61,1.0,10125.0,"[159.0, 306.0]","[75.0, 135.0]"
1,55.0,3.0,652.0,"[304.0, 201.0]",0.80846655,172.41,5.0,924.0,"[307.0, 202.0]","[28.0, 33.0]"
2,55.0,3.0,1626.0,"[247.0, 248.0]",0.8480587,164.55,2.0,2562.0,"[247.0, 254.0]","[42.0, 61.0]"
0,56.0,3.0,5409.0,"[159.0, 299.0]",0.69585913,150.2,1.0,8763.0,"[159.0, 299.0]","[69.0, 127.0]"
1,56.0,3.0,834.0,"[303.0, 195.0]",0.7092147,170.98,5.0,1092.0,"[306.0, 198.0]","[28.0, 39.0]"
2,56.0,3.0,1509.0,"[249.0, 250.0]",0.86148477,164.74,2.0,2583.0,"[248.0, 255.0]","[41.0, 63.0]"
0,57.0,3.0,4918.0,"[158.0, 303.0]",0.6585598,148.57,1.0,7198.0,"[159.0, 299.0]","[59.0, 122.0]"
1,57.0,3.0,873.0,"[304.0, 196.0]",0.68632936,171.1,5.0,1160.0,"[305.0, 197.0]","[29.0, 40.0]"
2,57.0,3.0,883.0,"[249.0, 257.0]",0.7000336,165.17,2.0,1595.0,"[250.0, 259.0]","[29.0, 55.0]"
0,58.0,3.0,3616.0,"[158.0, 319.0]",0.6944873,142.71,1.0,5723.0,"[157.0, 310.0]","[59.0, 97.0]"
1,58.0,3.0,609.0,"[305.0, 199.0]",0.5829995,172.56,5.0,952.0,"[306.0, 199.0]","[28.0, 34.0]"
2,58.0,3.0,1332.0,"[245.0, 253.0]",0.7584542,164.53,2.0,2160.0,"[246.0, 259.0]","[40.0, 54.0]"
0,59.0,3.0,8757.0,"[157.0, 309.0]",0.7863653,148.37,1.0,9250.0,"[158.0, 309.0]","[74.0, 125.0]"
1,59.0,3.0,583.0,"[305.0, 200.0]",0.7094253,172.47,5.0,896.0,"[307.0, 200.0]","[28.0, 32.0]"
2,59.0,3.0,1268.0,"[251.0, 243.0]",0.5544337,165.1,2.0,2009.0,"[248.0, 247.0]","[41.0, 49.0]"
0,60.0,3.0,6848.0,"[156.0, 305.0]",0.76056427,148.68,1.0,8820.0,"[159.0, 307.0]","[70.0, 126.0]"
1,60.0,3.0,496.0,"[305.0, 202.0]",0.7448565,173.44,5.0,756.0,"[307.0, 203.0]","[27.0, 28.0]"
2,60.0,3.0,1578.0,"[248.0, 250.0]",0.9033096,164.64,2.0,2655.0,"[247.0, 252.0]","[45.0, 59.0]"
0,61.0,2.0,5437.0,"[158.0, 300.0]",0.76226145,149.41,1.0,7475.0,"[159.0, 303.0]","[65.0, 115.0]"
1,61.0,2.0,780.0,"[305.0, 198.0]",0.7964776,171.99,5.0,924.0,"[306.0, 200.0]","[28.0, 33.0]"
0,62.0,3.0,2402.0,"[162.0, 301.0]",0.7872142,149.64,1.0,4704.0,"[163.0, 304.0]","[48.0, 98.0]"
1,62.0,3.0,913.0,"[305.0, 196.0]",0.75660896,171.47,5.0,1178.0,"[306.0, 199.0]","[31.0, 38.0]"
2,62.0,3.0,1720.0,"[247.0, 250.0]",0.86347157,164.5,2.0,2728.0,"[247.0, 254.0]","[44.0, 62.0]"
0,63.0,3.0,1658.0,"[164.0, 300.0]",0.7943458,150.3,1.0,3116.0,"[166.0, 302.0]","[38.0, 82.0]"
1,63.0,3.0,894.0,"[304.0, 196.0]",0.8109158,171.16,5.0,1209.0,"[305.0, 199.0]","[31.0, 39.0]"
2,63.0,3.0,1399.0,"[245.0, 252.0]",0.92351824,164.34,2.0,2280.0,"[246.0, 256.0]","[40.0, 57.0]"
0,64.0,3.0,4772.0,"[159.0, 303.0]",0.6732684,148.8,1.0,5200.0,"[162.0, 301.0]","[52.0, 100.0]"
1,64.0,3.0,917.0,"[302.0, 196.0]",0.7120731,170.93,5.0,1320.0,"[305.0, 198.0]","[33.0, 40.0]"
2,64.0,3.0,852.0,"[248.0, 258.0]",0.85581666,165.1,2.0,1530.0,"[249.0, 260.0]","[30.0, 51.0]"
0,65.0,3.0,1911.0,"[164.0, 312.0]",0.77920437,144.04,1.0,3969.0,"[165.0, 307.0]","[49.0, 81.0]"
1,65.0,3.0,760.0,"[302.0, 198.0]",0.7791814,171.36,5.0,1248.0,"[305.0, 198.0]","[32.0, 39.0]"
2,65.0,3.0,956.0,"[253.0, 241.0]",0.7395209,165.59,2.0,1350.0,"[253.0, 249.0]","[30.0, 45.0]"
0,66.0,3.0,2100.0,"[165.0, 309.0]",0.8386129,145.48,1.0,3750.0,"[165.0, 308.0]","[50.0, 75.0]"
1,66.0,3.0,839.0,"[302.0, 196.0]",0.67885566,171.02,5.0,1280.0,"[304.0, 197.0]","[32.0, 40.0]"
2,66.0,3.0,356.0,"[250.0, 251.0]",0.61261594,165.02,2.0,651.0,"[252.0, 251.0]","[21.0, 31.0]"
0,67.0,2.0,2406.0,"[162.0, 308.0]",0.860581,146.61,1.0,3773.0,"[163.0, 307.0]","[49.0, 77.0]"
1,67.0,2.0,870.0,"[301.0, 193.0]",0.5351963,169.71,5.0,1372.0,"[304.0, 194.0]","[28.0, 49.0]"
0,68.0,2.0,1220.0,"[158.0, 324.0]",0.6934344,138.91,1.0,2090.0,"[160.0, 318.0]","[38.0, 55.0]"
1,68.0,2.0,604.0,"[301.0, 199.0]",0.76239675,170.83,5.0,1000.0,"[302.0, 197.0]","[25.0, 40.0]"
0,69.0,3.0,2720.0,"[162.0, 314.0]",0.6666587,144.32,1.0,3900.0,"[162.0, 312.0]","[50.0, 78.0]"
1,69.0,3.0,790.0,"[302.0, 199.0]",0.9037936,171.5,5.0,1092.0,"[304.0, 199.0]","[28.0, 39.0]"
2,69.0,3.0,825.0,"[253.0, 239.0]",0.63225913,165.74,2.0,1008.0,"[254.0, 239.0]","[24.0, 42.0]"
0,70.0,2.0,2865.0,"[164.0, 307.0]",0.68629676,147.24,1.0,3901.0,"[164.0, 309.0]","[47.0, 83.0]"
1,70.0,2.0,718.0,"[300.0, 197.0]",0.5695773,170.59,5.0,1064.0,"[302.0, 198.0]","[28.0, 38.0]"
0,71.0,3.0,3770.0,"[163.0, 299.0]",0.7583815,150.7,1.0,4450.0,"[165.0, 303.0]","[50.0, 89.0]"
1,71.0,3.0,468.0,"[303.0, 203.0]",0.68038607,173.09,5.0,870.0,"[304.0, 203.0]","[30.0, 29.0]"
2,71.0,3.0,1861.0,"[249.0, 247.0]",0.7610085,164.73,2.0,2128.0,"[250.0, 246.0]","[38.0, 56.0]"
0,72.0,3.0,4196.0,"[160.0, 302.0]",0.7140313,148.85,1.0,5130.0,"[164.0, 302.0]","[54.0, 95.0]"
1,72.0,3.0,328.0,"[303.0, 204.0]",0.63408345,173.48,5.0,600.0,"[304.0, 205.0]","[25.0, 24.0]"
2,72.0,3.0,1363.0,"[248.0, 245.0]",0.79451317,164.64,2.0,2009.0,"[249.0, 245.0]","[41.0, 49.0]"
0,73.0,3.0,4719.0,"[160.0, 307.0]",0.75725585,147.55,1.0,5643.0,"[162.0, 305.0]","[57.0, 99.0]"
1,73.0,3.0,664.0,"[301.0, 197.0]",0.87121576,170.55,5.0,900.0,"[303.0, 200.0]","[25.0, 36.0]"
2,73.0,3.0,1675.0,"[247.0, 250.0]",0.89083534,164.77,2.0,2714.0,"[248.0, 252.0]","[46.0, 59.0]"
0,74.0,3.0,4200.0,"[160.0, 302.0]",0.6896757,149.0,1.0,5488.0,"[162.0, 302.0]","[56.0, 98.0]"
1,74.0,3.0,742.0,"[304.0, 197.0]",0.7289607,171.54,5.0,1040.0,"[304.0, 198.0]","[26.0, 40.0]"
2,74.0,3.0,1710.0,"[248.0, 249.0]",0.81349,164.53,2.0,2640.0,"[248.0, 252.0]","[44.0, 60.0]"
